payment_id,account_id,recipient,amount,payment_date,payment_method
10688,10055,Smith Inc,94169.0,1992-01-04,Prepaid Card
10690,37067,"Atkinson, Jackson and Bennett",73294.0,1972-11-19,Check
10692,22256,"Gilbert, Anderson and Stewart",61704.0,1983-05-03,Cryptocurrency
10693,33646,Ramirez and Sons,2.0,1999-07-03,Cryptocurrency
10695,32534,Sanchez-Torres,21164686.0,1981-08-25,Check
10698,557,Villa Ltd,3329.0,1994-06-08,Bank Transfer
10702,54791,Villegas PLC,249.0,2012-01-07,Credit Card
10703,13422,Roberts PLC,1.0,2002-01-26,Mobile Payment
10705,59945,Padilla and Sons,9.0,2008-10-29,Cryptocurrency
10706,6023,Villanueva Inc,223787.0,1972-04-15,Credit Card
10710,63314,"Williams, Strickland and Brooks",90528993.0,1993-05-16,Contactless Card
10714,58098,Carter-Smith,575.0,1990-12-27,Cash
10715,8249,"Davidson, Delgado and Rojas",64.0,2021-05-16,Check
10717,24493,Duncan and Sons,760247048.0,1993-08-10,Prepaid Card
10718,28388,Gonzalez-Torres,8141689.0,2013-05-06,Bank Transfer
10719,53248,Johnson Group,4.0,2000-02-06,Cash
10721,41935,Randolph LLC,17.0,1975-04-05,Bank Transfer
10725,3223,Wilson-Allen,35634966.0,2013-08-02,E-wallet
10726,5503,"Wang, Parsons and Reese",11535.0,1992-03-24,Debit Card
10729,39433,Mathews Ltd,88627.0,1994-01-10,Debit Card
10731,20787,Lynn-Garcia,295.0,2021-09-23,Prepaid Card
10734,4334,Weiss PLC,5.0,2015-06-22,Credit Card
10736,59428,"Patrick, Kennedy and Stokes",59092.0,1997-01-30,Bank Transfer
10741,33705,Scott-May,408188528.0,1979-02-11,Check
10746,13439,Cole-Kelly,28522547.0,1983-05-08,Prepaid Card
10750,26461,Gonzalez-Cook,87075924.0,2011-01-08,Bank Transfer
10753,34131,Galloway-Haynes,16037079.0,1973-09-07,Mobile Payment
10754,4802,Mckinney and Sons,365940683.0,1982-02-18,E-wallet
10757,8085,Decker-Reynolds,8669.0,1986-09-27,Bank Transfer
10761,33331,"Mcbride, Gonzales and Russo",45.0,1985-09-09,E-wallet
10763,50166,Jennings Group,3218.0,2016-04-11,Check
10766,3398,"Russell, Brooks and Turner",48862005.0,1983-10-18,Prepaid Card
10767,25192,Fuller Group,576533816.0,2019-09-12,Debit Card
10770,63946,Randolph-Hicks,728916.0,2005-11-28,Debit Card
10772,41925,"Perez, Meyer and Soto",7379.0,1982-02-03,Cryptocurrency
10775,40417,"Sims, Johnson and Brown",5104008.0,1970-07-01,Debit Card
10777,9390,"Guzman, Adams and Morales",311816.0,1976-03-18,Cryptocurrency
10780,58703,Oneill-Smith,47414291.0,2014-11-25,Check
10787,36854,Shaw PLC,6.0,1988-08-27,Contactless Card
10788,54468,"Thompson, Benton and Brown",243108.0,1995-06-29,Bank Transfer
10793,5430,"Stephens, Jordan and Mueller",184.0,1993-04-08,Check
10801,25292,Lopez-Kelley,150893.0,1980-06-18,E-wallet
10808,51897,"Davis, Brown and Thomas",42.0,2015-11-05,Mobile Payment
10809,59472,"Garcia, Benjamin and Hatfield",5083877.0,1977-01-07,E-wallet
10810,13496,"Cherry, Mccarthy and Gray",384.0,1985-10-23,Debit Card
10812,40704,White LLC,73312220.0,1970-10-09,Credit Card
10826,55095,Brown-Smith,8034.0,2007-08-16,E-wallet
10828,48479,West-Orozco,288575594.0,1999-10-08,Mobile Payment
10834,16941,Long-Mendoza,191512599.0,2012-08-09,Mobile Payment
10838,2518,"Summers, Ramirez and Warren",486500.0,1988-07-28,Bank Transfer
10840,45123,Harris LLC,663585.0,2017-01-15,Contactless Card
10850,54786,"Rhodes, Thompson and Marshall",639.0,2015-10-22,Mobile Payment
10851,47731,Poole-Stein,4.0,1997-10-26,E-wallet
10852,37283,Hudson PLC,5.0,1991-07-14,Prepaid Card
10855,40066,Reynolds LLC,543.0,2011-07-15,Contactless Card
10856,48286,"Gibson, Baker and Kennedy",9729.0,1971-11-20,Cryptocurrency
10863,4012,Brown LLC,5.0,2005-08-30,Cash
10864,31302,Jackson LLC,39.0,1985-05-11,Contactless Card
10867,35776,Chen-Sullivan,802987.0,1989-01-20,Cryptocurrency
10869,6530,Long Ltd,3.0,1986-01-16,Cryptocurrency
10871,52233,Smith-Armstrong,17583.0,2007-07-30,Cash
10872,4078,"Flores, Cordova and Navarro",47793182.0,1998-03-28,Check
10873,17146,Martinez-Benton,67015966.0,1976-08-04,Contactless Card
10874,59448,Cook-Garza,5547.0,2012-09-14,Debit Card
10879,39358,Pearson Ltd,364.0,1998-01-17,Check
10880,52244,"Bates, Quinn and Ruiz",241.0,2021-01-28,Bank Transfer
10881,6802,Benjamin and Sons,78235146.0,2003-02-05,Check
10882,42805,"Garcia, Watkins and Harper",857567420.0,2006-07-02,Mobile Payment
10891,6651,"Richardson, Cooley and Wright",3.0,1998-07-20,Mobile Payment
10893,18164,Barber Group,24909582.0,2001-06-05,Check
10895,8254,"Wood, Nunez and Lowe",818488.0,1974-11-08,Credit Card
10897,50625,Woods and Sons,83.0,1985-08-14,Cryptocurrency
10900,11222,Ruiz LLC,752196.0,1981-11-28,Mobile Payment
10905,40538,"Thomas, Mitchell and Cox",74775.0,2010-12-17,Contactless Card
10907,30970,Bowman-Dalton,41.0,1984-10-07,Cryptocurrency
10908,23017,Murphy Group,38835439.0,1991-04-27,Debit Card
10909,9735,Freeman-Rios,7.0,1991-11-23,Cash
10913,16363,"Miles, Moore and Ruiz",2136822.0,1977-08-08,Check
10919,45114,"Phillips, Snow and Lane",176.0,1991-07-11,Bank Transfer
10920,4725,Kline-Spencer,15936162.0,2009-05-23,Contactless Card
10921,10662,Gonzales and Sons,40866056.0,1971-03-02,Check
10928,52585,"Brown, Barton and Dyer",1703239.0,2020-12-29,Debit Card
10935,37573,"Cole, Morales and Meyer",4693492.0,2019-07-22,Credit Card
10937,35835,Parsons-Cortez,6257151.0,2018-01-14,Debit Card
10938,64845,Anderson and Sons,55251582.0,1979-09-20,Debit Card
10939,57840,Kim-Pitts,889.0,1971-08-18,Debit Card
10943,7558,Shaw-Scott,5.0,2014-06-08,Bank Transfer
10945,20277,Burns PLC,79.0,1989-07-16,Contactless Card
10950,17875,"Romero, Wagner and Velasquez",731111.0,2012-04-03,Contactless Card
10952,31725,Obrien and Sons,5643866.0,1975-04-15,Debit Card
10953,34116,"Reed, Mcdonald and Frey",376.0,1999-06-07,E-wallet
10959,29712,Thomas-Grant,6378763.0,2010-09-10,Prepaid Card
10960,57314,"Murphy, Allen and Mejia",1.0,2011-02-13,Cash
10967,40227,"Cummings, Smith and Perez",565.0,2014-08-20,Contactless Card
10968,17505,"Sanchez, Miller and Nguyen",7.0,2001-02-15,Bank Transfer
10971,60702,"Hickman, Wood and Olsen",18507676.0,1988-02-22,Cash
10972,57835,"Jones, Baker and Austin",7835378.0,1991-11-30,Debit Card
10976,61386,Barr Ltd,59684485.0,1993-06-04,Mobile Payment
10979,8667,Owens Ltd,89.0,1976-10-24,Bank Transfer
10989,32058,Mendoza and Sons,421192.0,2001-03-24,Check
10990,64077,Cooper-Warren,74959362.0,1978-04-11,Prepaid Card
10991,19643,Wells Group,95564911.0,2015-04-18,Bank Transfer
10994,25017,English-Barron,1.0,1984-03-18,Debit Card
11002,11217,Rodriguez Ltd,441.0,1999-12-18,E-wallet
11003,28924,Hardy-Wright,301.0,1976-07-22,Cryptocurrency
11005,38120,"Harris, Ward and Hoffman",4352.0,2008-02-11,E-wallet
11010,17302,Thomas-Castillo,92810063.0,1970-06-27,E-wallet
11012,38569,Jones and Sons,32964.0,1974-01-19,Cash
11018,40125,Arnold-Sherman,484917.0,1988-05-22,Mobile Payment
11022,35725,"Meyer, Peterson and Singh",400496682.0,1980-04-04,Debit Card
11024,39992,"Smith, Myers and Burke",498.0,1994-01-25,Bank Transfer
11025,20490,Walker and Sons,5.0,1996-05-27,Mobile Payment
11026,29072,Reed LLC,384.0,1982-08-24,Credit Card
11028,13463,Clayton-Smith,109077190.0,2021-02-15,E-wallet
11030,20566,Miller Group,834134.0,2008-03-16,E-wallet
11033,54273,Morgan-Powers,9918.0,1995-02-21,Bank Transfer
11037,24087,Jacobs-Flores,932.0,2000-12-06,Prepaid Card
11042,14536,Miles LLC,374485.0,1980-05-08,E-wallet
11046,47665,"Miller, Anderson and Jones",1.0,1975-08-23,Bank Transfer
11052,24840,Curtis Ltd,506781.0,1990-08-27,Debit Card
11056,800,Hawkins Inc,33249.0,2016-07-06,Debit Card
11064,46294,"Ochoa, Hardin and Gardner",435025352.0,2005-11-24,Check
11068,25605,Richardson-Harris,15294666.0,1974-02-23,Contactless Card
11069,17433,Gonzalez LLC,3.0,1984-09-24,Cryptocurrency
11079,32593,"Lyons, Orr and King",57.0,2013-03-04,Contactless Card
11082,4725,Campbell Group,146908154.0,2018-11-19,Cash
11083,18327,"Cummings, Simon and Davis",5103.0,1986-01-15,Prepaid Card
11085,63913,"Lester, Thomas and Jennings",535780760.0,1986-05-26,Check
11089,40783,"Williams, Benson and Hamilton",3193491.0,1982-10-19,Contactless Card
11091,38309,"Ayers, Thompson and Arroyo",13084186.0,2006-11-23,Debit Card
11092,51029,"Kemp, Taylor and Brown",71.0,2005-02-15,Credit Card
11093,48276,Turner and Sons,2422.0,1984-08-10,Check
11094,25478,Martinez-Grant,84.0,1970-09-27,Check
11095,54102,Hodges-Davis,8012790.0,1972-07-20,Mobile Payment
11100,7971,"Valencia, Johnson and Little",23853948.0,2018-11-26,Mobile Payment
11102,21996,"Henry, Harris and Mckinney",8.0,1996-11-01,E-wallet
11108,46194,"Rogers, Daugherty and Hodge",5616277.0,1996-09-27,Cash
11109,34977,"Jenkins, Lopez and Davis",63013.0,2016-12-30,Contactless Card
11110,51686,"Hernandez, Macdonald and Campos",493.0,1987-01-20,Prepaid Card
11112,21724,"Booth, Smith and Greer",97.0,1981-07-11,Prepaid Card
11117,5818,Foster-Taylor,616.0,1986-10-20,Cash
11123,54738,Morgan-Armstrong,677.0,1985-11-21,Cash
11127,26276,Jimenez-Hernandez,2.0,1992-08-26,Contactless Card
11131,9147,Anderson-Campbell,597179.0,2009-01-06,Cryptocurrency
11133,27730,"Atkinson, Solis and Vasquez",2089048.0,2002-03-30,Bank Transfer
11134,13611,Dorsey Ltd,9407.0,2020-05-27,E-wallet
11138,62660,Ramirez LLC,79385856.0,2009-03-09,Debit Card
11139,27173,Pugh-White,838.0,1990-01-02,Mobile Payment
11144,59472,"Miller, Brown and Dixon",647.0,1976-02-16,E-wallet
11145,23854,Johnson PLC,75.0,1991-02-01,Bank Transfer
11146,56590,"Allen, Velasquez and Myers",7207.0,1970-06-23,E-wallet
11148,28105,"Taylor, Boyer and Garner",1338370.0,1971-02-13,Bank Transfer
11150,42401,Ruiz-Edwards,72001432.0,2015-10-20,Credit Card
11155,60276,Taylor Group,229407.0,2012-12-30,Bank Transfer
11158,11348,Andrews PLC,595037.0,2011-03-29,Check
11161,64555,Phillips LLC,79.0,2015-12-20,Cash
11162,16747,"Wallace, Stevens and Wall",107013716.0,2005-04-30,Contactless Card
11164,29614,Hardy-Rodriguez,995.0,2012-09-17,Check
11167,8115,Lewis-Richardson,716636.0,1997-03-14,Cryptocurrency
11169,21815,"Taylor, Lopez and Sullivan",2.0,2023-09-23,Credit Card
11172,47794,"Brown, Nichols and Cook",47.0,1993-02-23,Cryptocurrency
11174,5413,Murphy-Williams,97334.0,1987-07-21,E-wallet
11177,50479,"Walker, Peterson and Lester",4.0,2001-10-10,Contactless Card
11178,40658,Whitaker and Sons,865874.0,1979-04-15,Debit Card
11179,17738,Hodge Ltd,153781.0,2003-11-19,Debit Card
11181,40797,Sellers-Williams,2.0,1979-01-05,Check
11183,51561,Wood-Davis,3370.0,2001-12-02,Bank Transfer
11185,5283,Cunningham-Cole,12154401.0,1988-09-17,Mobile Payment
11186,65119,Valencia-Rodriguez,0.0,1990-01-12,Mobile Payment
11190,52966,Miller Inc,139513420.0,2001-12-25,Mobile Payment
11200,2537,"Morse, Lewis and Ruiz",8276846.0,2013-08-30,Credit Card
11201,20232,"Carter, Baker and Bowman",676189427.0,1987-09-19,Credit Card
11203,9360,Choi-Mayer,48.0,1974-08-07,Cash
11206,23298,Parker LLC,30228727.0,1987-05-10,Cash
11207,25158,Jensen PLC,77237.0,2005-12-11,Debit Card
11211,19504,Morris-Jennings,199454.0,1994-11-29,Mobile Payment
11215,3141,"Rodriguez, Larson and Douglas",2725.0,2022-12-31,E-wallet
11216,29571,Collins PLC,521870.0,2016-03-08,Bank Transfer
11218,61553,"Burns, Evans and Garcia",44626.0,1992-05-20,Cryptocurrency
11220,52120,Matthews PLC,615623.0,1996-09-11,Mobile Payment
11223,41461,"Williams, Chambers and Valenzuela",32056.0,1978-01-29,Cash
11225,35469,"Smith, Carroll and Burns",9.0,1975-04-06,Bank Transfer
11229,22826,Henderson-Phelps,0.0,2004-01-02,Cryptocurrency
11231,45283,Wilson-Davis,5960081.0,2010-11-17,Credit Card
11232,6907,Thompson-Anderson,361970.0,1971-01-30,Check
11233,44147,"Gutierrez, Lee and Norris",60161283.0,2010-02-12,E-wallet
11235,61261,"Miranda, Bell and Barrett",198.0,1999-01-18,Prepaid Card
11237,17306,Dennis-Adams,168041.0,2014-07-03,Prepaid Card
11247,62606,Paul-Fernandez,56363.0,1971-04-09,Bank Transfer
11250,33027,"Ryan, Bailey and Thompson",5246.0,1995-09-09,Credit Card
11254,7500,Buckley-Jordan,97959.0,1998-05-08,E-wallet
11255,45766,Fleming-Young,97138610.0,2011-09-07,Mobile Payment
11265,31171,Fowler Group,0.0,2010-04-27,Contactless Card
11272,30534,Travis LLC,759086.0,1981-09-11,Bank Transfer
11275,24181,James Ltd,298105925.0,1997-12-15,Cryptocurrency
11277,19436,Mendez Group,42072.0,2003-01-16,E-wallet
11279,19430,Roman Ltd,679184986.0,2006-05-21,Bank Transfer
11280,43450,Coleman Inc,705.0,2010-08-27,Cryptocurrency
11284,22907,Gonzales-Walsh,3.0,2012-04-05,Check
11285,31794,"Shaffer, Cox and Martin",8019.0,2021-12-07,Prepaid Card
11286,5639,"Hayes, Bennett and Salinas",343744.0,1979-08-31,Cryptocurrency
11290,37421,"Hamilton, Ingram and Johnson",33.0,1985-11-30,E-wallet
11295,62259,Cole-Briggs,847541.0,2009-06-25,Check
11303,4896,Nelson-Adams,27.0,2001-11-02,Debit Card
11304,8131,"Lane, Pierce and Pennington",75056.0,1997-05-19,Debit Card
11312,57835,Gutierrez Group,10643954.0,1985-08-31,Cryptocurrency
11313,33579,Harding Ltd,318749468.0,2008-07-29,Debit Card
11325,47018,"Rogers, Campbell and Campbell",4.0,2000-04-22,Cash
11329,2529,"Anderson, Mcclure and Farmer",372.0,2001-11-02,Mobile Payment
11333,63740,Fletcher-Jimenez,15.0,2017-09-25,E-wallet
11334,33394,Clark-Mcdowell,542.0,1976-10-13,Prepaid Card
11341,14209,Myers and Sons,6443754.0,2023-05-09,Cash
11345,47696,Costa-Jones,30223.0,1997-05-26,Contactless Card
11346,20176,Hunter PLC,2.0,1976-11-05,Cash
11347,1427,Smith-Hart,33668.0,2005-04-01,Mobile Payment
11349,20596,Lewis Group,14.0,1987-08-27,Debit Card
11350,51334,Miller-Anderson,9579.0,1980-07-29,Prepaid Card
11352,34798,Ballard Ltd,430366.0,2003-12-22,Contactless Card
11353,35189,"Anderson, Wilson and Jackson",425596155.0,1979-09-09,Contactless Card
11356,48675,"Griffin, Parker and Young",0.0,2004-12-20,Debit Card
11358,30841,"Jackson, Simmons and Hancock",4361443.0,2015-09-19,Prepaid Card
11359,26200,"Woods, Patterson and Gray",35976943.0,2005-01-27,Contactless Card
11360,5471,Stanley Ltd,94991303.0,1991-01-29,Cash
11362,25713,Taylor-Weiss,4074.0,1994-10-01,Contactless Card
11363,53750,"Jackson, Andrews and Miller",403575.0,2007-03-19,Check
11364,12950,"Bernard, Nicholson and Tran",930.0,1987-11-15,E-wallet
11365,22788,Stevenson LLC,2.0,2006-10-30,Cash
11369,47755,"Diaz, White and Reynolds",23783759.0,1996-07-13,E-wallet
11370,20727,Jones PLC,248.0,2000-09-20,Bank Transfer
11371,59862,Payne PLC,803203.0,1971-05-14,Check
11374,53257,Patterson LLC,767748108.0,1972-02-05,Bank Transfer
11375,33689,Ramirez Group,762254121.0,2007-03-18,Credit Card
11377,20657,"Wall, Hernandez and Carter",78.0,2009-11-22,Bank Transfer
11380,34186,"Butler, Green and Garcia",619768547.0,2000-03-31,Cryptocurrency
11381,51882,Higgins LLC,742146685.0,2004-09-08,Check
11385,32328,Compton PLC,19.0,1978-12-20,Cash
11387,29983,Sexton Group,56211225.0,1991-05-03,Check
11388,17211,"Ayala, Parker and Larsen",554.0,1977-12-19,Cryptocurrency
11390,46551,Brewer PLC,75203958.0,2018-03-09,Check
11399,18754,Wallace LLC,6015.0,2023-06-02,Credit Card
11400,27911,Henderson Inc,1462493.0,1975-07-04,Credit Card
11401,47941,Sullivan Group,340051.0,1994-07-19,Check
11404,57717,Hardy-Turner,28.0,1995-06-13,Credit Card
11406,29653,Johnston-Stephens,7510469.0,2013-02-07,Cash
11407,6966,Meyer-Randall,82886.0,1998-06-15,Bank Transfer
11408,10928,Gonzales-Gonzalez,7143.0,1979-09-03,Mobile Payment
11410,9765,Anderson-Walker,7.0,1988-02-26,Check
11413,53329,Garcia-Meyer,88281.0,1978-02-20,Cash
11414,59408,Hall-Hicks,326681753.0,1972-06-22,Check
11416,11287,"Cannon, Mcgrath and Curry",57.0,1995-07-30,Mobile Payment
11424,17616,Villarreal-Wells,7686829.0,1987-01-12,Credit Card
11428,26578,Jones LLC,904550090.0,2018-11-13,Mobile Payment
11436,43159,"Davis, Taylor and Bullock",53785376.0,1985-01-03,Check
11441,57448,Wallace PLC,66.0,2016-05-23,Cryptocurrency
11446,33724,Sawyer LLC,25.0,1978-05-24,Prepaid Card
11448,21735,Gomez-Woods,97013.0,2004-02-01,Cryptocurrency
11450,22472,Molina Ltd,63023314.0,1998-01-17,Cash
11451,2781,Payne Group,9.0,1988-08-01,Check
11453,64078,Martin Inc,26469.0,1997-04-22,Prepaid Card
11459,5392,Fields-Ryan,17657.0,1985-04-17,Credit Card
11460,41100,Martinez-Williams,2610062.0,1970-09-03,Cryptocurrency
11461,9834,Vazquez-Padilla,7468.0,1979-12-12,Contactless Card
11463,6365,"Harrison, Smith and Summers",9518.0,1984-08-05,Contactless Card
11466,19462,White and Sons,69128269.0,1996-11-27,Contactless Card
11470,48077,Mueller-Thomas,78608.0,1979-07-18,Mobile Payment
11473,58297,Martinez-Whitney,8534.0,1972-08-04,Bank Transfer
11478,7387,Thompson-Bender,27130.0,1999-10-24,E-wallet
11479,17224,"Burton, Campbell and Garcia",592716145.0,1986-10-25,Contactless Card
11481,54155,Wright PLC,641.0,2005-03-18,Debit Card
11489,25094,Obrien-Todd,82710449.0,1972-10-07,Cash
11494,60140,Gonzales Inc,36.0,2018-02-05,Contactless Card
11496,19971,Reyes Inc,95461786.0,2002-03-11,Prepaid Card
11498,19859,Ware Group,992204319.0,2001-09-25,Bank Transfer
11499,46628,Pearson LLC,353388.0,1971-10-30,Cash
11500,54249,White-Grant,2254.0,1983-07-02,Credit Card
11501,35031,Burton Group,571482.0,2005-10-08,Cash
11506,12611,"Jones, Oliver and Lam",373.0,2006-12-02,Cash
11507,27793,Jefferson-Ware,339.0,2019-11-12,Bank Transfer
11508,62118,Wilson-Stewart,29664.0,2003-05-10,Check
11513,32964,"Peterson, Robinson and Payne",4234.0,1995-05-08,Credit Card
11514,39494,Wilson-Hernandez,64.0,2016-04-17,Prepaid Card
11519,63738,Mills Inc,42.0,1977-05-20,Cryptocurrency
11520,51607,Williams Ltd,29171.0,1971-02-14,Check
11521,52395,Cannon-Ingram,83989.0,2001-07-08,Cash
11524,25409,Torres Inc,816303.0,2004-05-04,Bank Transfer
11525,5884,"Williams, Owens and Bartlett",856487.0,2004-09-09,Mobile Payment
11527,5269,Martinez Ltd,28782987.0,2002-10-05,Bank Transfer
11528,36129,Zavala-Valdez,2.0,2010-11-30,Cryptocurrency
11529,7808,Braun-Lee,56890538.0,2012-06-07,Check
11530,44754,"Price, Hayes and Bautista",316355.0,1974-06-21,Cryptocurrency
11532,64731,"Garcia, Thomas and Roberts",510082.0,1998-05-31,Credit Card
11533,54743,Davis PLC,90.0,1993-03-31,Prepaid Card
11534,17884,Sparks Group,91665520.0,2021-04-14,Debit Card
11536,47179,Turner-Brown,20.0,1996-08-02,Cryptocurrency
11539,19190,"Tate, Castillo and Silva",237307.0,1978-07-05,Credit Card
11542,27387,"Love, Case and Smith",7.0,1995-02-18,Cryptocurrency
11543,5579,Sutton PLC,426.0,1970-05-14,Debit Card
11545,46191,Larsen-Blake,14.0,1995-06-08,Cash
11546,19622,Ortiz-Keller,65.0,2021-07-12,Debit Card
11547,10284,Greer and Sons,4.0,2011-11-18,Mobile Payment
11553,46001,Chapman-Flores,144522.0,1980-12-29,Credit Card
11556,47741,Peterson-Webb,776826.0,1981-10-12,E-wallet
11557,28136,"Stephens, Hanna and Hughes",9.0,2009-10-14,Cash
11558,27989,Price-Mendoza,911995564.0,2005-05-29,Mobile Payment
11560,14027,"Ramirez, Caldwell and Stewart",4380208.0,2013-02-09,Contactless Card
11565,25158,Brennan-Murray,534.0,2012-12-26,Mobile Payment
11570,3894,Moses Inc,2405742.0,1995-11-08,Check
11572,38369,"Howell, Pena and Miller",387291922.0,1987-12-01,Debit Card
11574,2508,"Welch, Wiggins and Williams",9093.0,2006-12-14,Debit Card
11578,22068,"Williamson, Allen and Mann",31724009.0,2013-12-12,Credit Card
11580,61510,Reeves Group,9914.0,1984-09-03,Cash
11581,9521,Warren Inc,411349.0,1981-08-24,Prepaid Card
11583,58209,Wood PLC,74490185.0,2021-04-18,Check
11587,12477,"Price, Miller and Hodges",7.0,1992-01-22,Debit Card
11590,32399,Malone Group,45622371.0,1998-07-01,Contactless Card
11593,37685,"Hall, Hernandez and Thompson",22.0,2007-02-22,Debit Card
11595,55665,Dodson PLC,530983.0,2007-06-11,Prepaid Card
11596,1349,"Turner, Price and Roberts",35655.0,2021-02-04,Mobile Payment
11598,2809,Avila and Sons,703048413.0,2019-02-27,Contactless Card
11599,57609,"Solomon, Snyder and Smith",62.0,1988-08-03,Cash
11600,47589,Thomas-Greene,86.0,2019-10-06,Debit Card
11601,15922,Brown-Brown,5.0,1977-03-13,Mobile Payment
11602,44862,"Allen, Huff and Lopez",11.0,1980-06-19,Mobile Payment
11608,42855,Estrada-George,440141127.0,1987-08-17,Debit Card
11611,13189,Henry LLC,93599.0,1978-11-27,Debit Card
11612,62860,Mack-Ward,5431.0,2010-11-04,Cash
11617,20658,Miller LLC,5205086.0,2021-06-26,Check
11621,28006,"Stephenson, Richardson and Yang",7829.0,1973-06-27,Debit Card
11623,52186,Banks-Livingston,5879.0,1990-05-22,Cryptocurrency
11631,49263,Wong-Watson,484143234.0,1996-06-20,Cryptocurrency
11636,60334,"Williams, Jones and Alexander",8602337.0,2022-05-04,Prepaid Card
11642,17876,Holland-Johnston,643.0,1979-05-08,Prepaid Card
11644,33977,Zavala PLC,8190.0,1997-06-09,E-wallet
11646,5714,"Johnson, Martin and Cooper",294.0,2014-12-15,Cryptocurrency
11650,51922,"Woodward, Bright and Marshall",7.0,2004-01-30,Mobile Payment
11655,56672,"Beasley, Diaz and Harrison",3.0,1979-03-29,Debit Card
11667,58779,Yates PLC,135682.0,1989-04-14,Debit Card
11669,11150,"Martin, Schroeder and Fuller",179188.0,2023-10-12,Cryptocurrency
11672,31213,"Wright, Campbell and Mcdaniel",165851828.0,2011-02-14,E-wallet
11673,37389,Jones and Sons,782125688.0,1996-09-22,Cryptocurrency
11679,20015,Tucker Group,11826501.0,2014-09-21,Check
11696,46040,Jones Ltd,603.0,2019-04-10,Credit Card
11697,9723,Osborn-Obrien,688835236.0,1993-07-13,Prepaid Card
11701,29753,Padilla-Fleming,3648.0,1970-08-12,Cryptocurrency
11705,27837,Jackson PLC,5992663.0,2004-11-11,Debit Card
11706,62180,Perez-Rodriguez,82232.0,2004-02-10,Mobile Payment
11707,58573,Braun Inc,3.0,1992-12-18,Prepaid Card
11708,26275,Parker-Lee,87.0,1993-06-11,Cash
11712,7748,"Obrien, Murphy and Lee",91975.0,1986-03-13,Check
11713,8518,"Rios, White and Thomas",47043.0,1977-05-30,Cryptocurrency
11715,44781,Wallace PLC,513525720.0,1970-09-22,Cryptocurrency
11716,35189,"Smith, Ward and Larson",840599573.0,1971-02-24,Cash
11717,55617,"Thompson, Robinson and Ryan",7183395.0,1983-01-21,Check
11724,64175,Beck LLC,8962977.0,2014-01-31,Cryptocurrency
11726,814,"Franco, Lopez and Powers",5498071.0,1981-02-20,Contactless Card
11728,27519,"Reed, Church and Garrett",810060.0,2004-12-12,Credit Card
11731,42741,Wheeler-Hogan,702055.0,2008-12-02,Cash
11734,21370,Elliott-Moore,6732.0,1985-06-27,E-wallet
11736,6457,"Hobbs, Davis and Wong",78929966.0,1993-12-23,Bank Transfer
11737,14908,Johnson Group,11.0,1984-08-21,Mobile Payment
11738,57949,Thomas-Jennings,2664805.0,1990-02-11,E-wallet
11741,51512,"May, Dawson and Cunningham",720.0,1991-12-25,Bank Transfer
11744,14622,Medina Ltd,422.0,2001-08-01,Cash
11752,8542,Ramirez LLC,2798330.0,2003-09-10,Cash
11754,5608,"Smith, White and Moore",610028.0,1978-05-13,Bank Transfer
11757,4293,Lewis-Finley,463.0,1978-04-29,Check
11764,37795,"Kaiser, Reid and West",52.0,1994-10-08,Cash
11766,49963,Watson-Cooper,84432.0,1996-08-20,Cash
11768,20790,Henson LLC,9.0,1992-12-29,Contactless Card
11771,43034,"Hunter, Garcia and Keith",59171.0,2022-12-12,Contactless Card
11772,48613,"Guzman, Davis and Harrington",655000800.0,1997-01-16,Bank Transfer
11778,63763,Clark PLC,0.0,1992-03-28,Cash
11779,38691,Ward-Dixon,59993.0,1988-11-25,Prepaid Card
11780,5605,Barrett Group,46256275.0,1992-08-18,Cash
11785,28018,"Rice, Lynn and May",39.0,1979-06-23,Bank Transfer
11792,59846,Kelly-Fitzpatrick,71152471.0,1987-10-29,Bank Transfer
11795,44741,"Young, Fisher and Chase",589385341.0,1975-12-17,Bank Transfer
11798,35877,Campbell-Campbell,3.0,2009-11-17,Bank Transfer
11804,18501,Johnson-Stout,5049.0,1980-05-04,Cash
11805,56881,Ashley PLC,14861.0,1995-10-10,Check
11807,48528,"Cole, Cook and Willis",6197927.0,2020-01-13,Prepaid Card
11811,53759,Boyd-Olson,8233.0,2022-12-14,Debit Card
11814,1011,Nelson Inc,672262.0,1991-08-05,Bank Transfer
11822,24489,Lynch-Lucas,8.0,1985-05-05,E-wallet
11825,58919,Rodriguez-Thomas,90811981.0,2013-10-12,Debit Card
11827,16536,"Savage, Phillips and Boyd",45809565.0,1997-08-15,Contactless Card
11829,26414,Adams-Merritt,9.0,2006-10-23,Cash
11830,51134,"Pennington, Green and Vasquez",758706499.0,1995-08-08,Mobile Payment
11832,53442,Mason LLC,64281698.0,1998-01-27,Debit Card
11835,13022,Walker-Wilson,8488225.0,1988-01-19,Cryptocurrency
11850,29565,Glass-Escobar,71.0,1997-12-23,Bank Transfer
11855,44936,Watson PLC,392513.0,2023-02-18,Prepaid Card
11856,50200,"Russo, Hopkins and Chen",539.0,2021-12-12,Cash
11858,19228,Combs-Moon,2316446.0,2011-02-02,Debit Card
11859,29486,"Alexander, Fields and Cervantes",8104685.0,2006-08-23,Mobile Payment
11860,8047,Allen-Kirk,9203.0,2003-08-06,Debit Card
11866,33071,Brown Ltd,68.0,1975-12-04,Cash
11877,58296,Davis Group,745708.0,2005-03-22,Contactless Card
