account_id,customer_id,account_type,balance,status_type
17016,31708,Certificate of Deposit (CD),2067.0,Defaulted
17019,25920,Certificate of Deposit (CD),3466562.0,Closed
17021,27681,Business Account,71.0,Blocked/Frozen
17022,18611,Savings Account,43952639.0,Inactive/Dormant
17025,60179,Checking/Current Account,4026.0,Active
17028,46473,Trust Account,666.0,Defaulted
17030,51883,Individual Retirement Account (IRA),1.0,Defaulted
17036,59418,Individual Retirement Account (IRA),5.0,Active
17038,13405,Certificate of Deposit (CD),78456679.0,Closed
17041,29951,Custodial Account,85335448.0,Limited/Restricted
17048,27782,Checking/Current Account,692545937.0,Defaulted
17055,45647,Checking/Current Account,678373936.0,Blocked/Frozen
17064,28391,Individual Retirement Account (IRA),3333584.0,Defaulted
17066,21490,Savings Account,929791.0,Inactive/Dormant
17067,38005,Business Account,579041.0,Blocked/Frozen
17068,26236,Checking/Current Account,84162.0,Blocked/Frozen
17073,62922,Certificate of Deposit (CD),4406026.0,Active
17077,33724,Custodial Account,44923.0,Limited/Restricted
17078,22443,Custodial Account,23951.0,Inactive/Dormant
17079,49661,Checking/Current Account,106401.0,Defaulted
17080,24889,Checking/Current Account,3511.0,Active
17082,52909,Custodial Account,4220.0,Closed
17086,31655,Certificate of Deposit (CD),991341186.0,Closed
17092,2888,Savings Account,145.0,Inactive/Dormant
17094,39544,Savings Account,38.0,Limited/Restricted
17095,31565,Custodial Account,94819.0,Closed
17101,22824,Individual Retirement Account (IRA),921396072.0,Blocked/Frozen
17103,20339,Business Account,7.0,Active
17106,45537,Certificate of Deposit (CD),1465.0,Blocked/Frozen
17109,56039,Trust Account,364511.0,Defaulted
17111,30434,Business Account,944.0,Closed
17112,60920,Custodial Account,82.0,Inactive/Dormant
17113,33547,Certificate of Deposit (CD),38.0,Limited/Restricted
17125,26214,Savings Account,79665.0,Defaulted
17132,59196,Trust Account,79.0,Closed
17134,64322,Checking/Current Account,36096449.0,Active
17137,1558,Checking/Current Account,659929609.0,Inactive/Dormant
17139,51301,Checking/Current Account,6.0,Closed
17141,12662,Trust Account,369.0,Limited/Restricted
17142,39850,Certificate of Deposit (CD),5.0,Blocked/Frozen
17146,54755,Savings Account,785.0,Defaulted
17148,47422,Custodial Account,8244.0,Inactive/Dormant
17155,47719,Custodial Account,1077616.0,Active
17160,4502,Savings Account,330153692.0,Limited/Restricted
17163,50812,Checking/Current Account,94160.0,Blocked/Frozen
17167,28355,Checking/Current Account,3.0,Active
17168,54857,Business Account,464103.0,Defaulted
17172,24195,Individual Retirement Account (IRA),506566048.0,Inactive/Dormant
17175,27324,Business Account,3.0,Inactive/Dormant
17176,62814,Savings Account,453.0,Closed
17183,25746,Business Account,8.0,Closed
17187,40086,Checking/Current Account,55207.0,Defaulted
17188,27964,Trust Account,506734.0,Inactive/Dormant
17191,4986,Custodial Account,69429.0,Limited/Restricted
17193,22853,Individual Retirement Account (IRA),9414792.0,Inactive/Dormant
17195,3361,Checking/Current Account,7232.0,Closed
17199,31911,Custodial Account,578.0,Inactive/Dormant
17200,29112,Trust Account,7.0,Active
17202,61821,Business Account,0.0,Closed
17206,38173,Checking/Current Account,89178.0,Limited/Restricted
17211,16939,Checking/Current Account,98560766.0,Closed
17213,9587,Checking/Current Account,9881745.0,Blocked/Frozen
17218,9324,Trust Account,1774.0,Active
17224,47153,Individual Retirement Account (IRA),3915.0,Closed
17228,54050,Certificate of Deposit (CD),942318.0,Limited/Restricted
17234,33555,Checking/Current Account,98481.0,Closed
17246,5698,Trust Account,553644088.0,Blocked/Frozen
17249,1145,Individual Retirement Account (IRA),90521.0,Blocked/Frozen
17266,58790,Certificate of Deposit (CD),82423.0,Limited/Restricted
17268,55537,Savings Account,4466418.0,Defaulted
17269,48104,Individual Retirement Account (IRA),35608688.0,Limited/Restricted
17274,39906,Individual Retirement Account (IRA),52338106.0,Defaulted
17279,15184,Savings Account,339.0,Blocked/Frozen
17280,60920,Savings Account,321228525.0,Active
17282,16551,Checking/Current Account,781.0,Blocked/Frozen
17287,24681,Savings Account,70924.0,Defaulted
17291,53788,Certificate of Deposit (CD),88518257.0,Active
17293,30616,Savings Account,923.0,Inactive/Dormant
17302,38769,Trust Account,58.0,Closed
17306,16775,Trust Account,598.0,Limited/Restricted
17307,5266,Savings Account,755984369.0,Limited/Restricted
17309,22814,Custodial Account,502885.0,Closed
17312,40613,Individual Retirement Account (IRA),7062685.0,Inactive/Dormant
17313,47143,Savings Account,185677.0,Defaulted
17315,40960,Savings Account,3046384.0,Blocked/Frozen
17321,24774,Checking/Current Account,4.0,Blocked/Frozen
17323,6990,Individual Retirement Account (IRA),66.0,Inactive/Dormant
17325,60905,Savings Account,250.0,Inactive/Dormant
17331,57832,Checking/Current Account,79879138.0,Inactive/Dormant
17335,9881,Trust Account,38790.0,Closed
17340,54153,Individual Retirement Account (IRA),609793660.0,Closed
17344,384,Savings Account,625.0,Inactive/Dormant
17345,27123,Individual Retirement Account (IRA),8.0,Inactive/Dormant
17346,12185,Business Account,217.0,Blocked/Frozen
17350,14253,Individual Retirement Account (IRA),29835803.0,Defaulted
17352,36338,Savings Account,1816.0,Defaulted
17355,52784,Checking/Current Account,3235068.0,Inactive/Dormant
17356,13302,Business Account,289429882.0,Active
17359,41633,Checking/Current Account,21424038.0,Defaulted
17362,49098,Business Account,68.0,Closed
17363,36647,Certificate of Deposit (CD),8206209.0,Closed
17375,36255,Trust Account,8182.0,Limited/Restricted
17376,47360,Custodial Account,866.0,Active
17377,22854,Custodial Account,455384.0,Closed
17387,24929,Checking/Current Account,99.0,Blocked/Frozen
17393,43397,Individual Retirement Account (IRA),18513.0,Closed
17397,38705,Trust Account,17853.0,Inactive/Dormant
17404,31587,Individual Retirement Account (IRA),9876.0,Active
17409,37810,Individual Retirement Account (IRA),6594619.0,Blocked/Frozen
17410,2925,Business Account,3808811.0,Blocked/Frozen
17411,55216,Custodial Account,27836147.0,Blocked/Frozen
17412,9147,Certificate of Deposit (CD),334124014.0,Defaulted
17413,13550,Trust Account,75943.0,Blocked/Frozen
17417,12162,Business Account,420.0,Active
17421,11349,Certificate of Deposit (CD),9674531.0,Inactive/Dormant
17426,19304,Savings Account,338401123.0,Active
17430,34968,Custodial Account,340.0,Active
17433,29467,Custodial Account,32.0,Closed
17436,46496,Trust Account,4.0,Limited/Restricted
17440,29160,Trust Account,7979.0,Active
17441,57096,Checking/Current Account,60040547.0,Active
17445,40174,Individual Retirement Account (IRA),920049.0,Blocked/Frozen
17452,16546,Certificate of Deposit (CD),265540.0,Defaulted
17453,35338,Individual Retirement Account (IRA),967.0,Limited/Restricted
17456,61154,Checking/Current Account,72.0,Active
17457,65205,Savings Account,996529.0,Inactive/Dormant
17459,21681,Custodial Account,13.0,Closed
17464,48591,Checking/Current Account,18524.0,Limited/Restricted
17468,25566,Certificate of Deposit (CD),24913962.0,Defaulted
17472,63963,Certificate of Deposit (CD),321939.0,Limited/Restricted
17474,37971,Certificate of Deposit (CD),73.0,Limited/Restricted
17475,27060,Business Account,64.0,Defaulted
17476,25367,Trust Account,57337.0,Closed
17477,57991,Trust Account,115498962.0,Defaulted
17481,39021,Business Account,804429153.0,Defaulted
17485,58461,Savings Account,31803296.0,Active
17488,24658,Checking/Current Account,6027131.0,Closed
17489,57045,Trust Account,57627703.0,Inactive/Dormant
17499,45719,Checking/Current Account,30443759.0,Blocked/Frozen
17504,5072,Certificate of Deposit (CD),8399999.0,Closed
17505,44481,Trust Account,25166.0,Limited/Restricted
17512,45486,Checking/Current Account,9793.0,Defaulted
17514,31078,Checking/Current Account,108823508.0,Active
17518,42139,Savings Account,85.0,Blocked/Frozen
17526,36014,Savings Account,1749129.0,Inactive/Dormant
17533,5126,Individual Retirement Account (IRA),7148632.0,Closed
17538,1770,Checking/Current Account,164999.0,Blocked/Frozen
17542,53508,Savings Account,846108.0,Defaulted
17543,11985,Checking/Current Account,3755.0,Blocked/Frozen
17544,47886,Custodial Account,536046110.0,Inactive/Dormant
17548,5060,Custodial Account,4118.0,Active
17560,532,Trust Account,620670858.0,Active
17562,64093,Savings Account,981611.0,Blocked/Frozen
17565,57064,Custodial Account,809761788.0,Closed
17566,10497,Custodial Account,29656235.0,Limited/Restricted
17567,44413,Business Account,27322.0,Blocked/Frozen
17568,30267,Trust Account,0.0,Inactive/Dormant
17570,48956,Business Account,0.0,Closed
17572,33220,Business Account,487.0,Defaulted
17573,30403,Certificate of Deposit (CD),3657.0,Limited/Restricted
17575,46484,Checking/Current Account,8.0,Defaulted
17577,38532,Business Account,91500.0,Closed
17578,51158,Checking/Current Account,68.0,Inactive/Dormant
17580,17852,Business Account,1570.0,Blocked/Frozen
17582,27725,Business Account,265078.0,Defaulted
17586,40189,Certificate of Deposit (CD),4095.0,Active
17590,42101,Certificate of Deposit (CD),138475204.0,Inactive/Dormant
17595,51445,Business Account,45.0,Limited/Restricted
17608,39910,Certificate of Deposit (CD),843066.0,Defaulted
17611,22249,Custodial Account,759822839.0,Active
17613,62492,Certificate of Deposit (CD),7.0,Inactive/Dormant
17616,7530,Savings Account,266243.0,Closed
17617,18985,Custodial Account,302.0,Defaulted
17621,61806,Custodial Account,217.0,Limited/Restricted
17625,31911,Savings Account,80411.0,Inactive/Dormant
17627,18523,Certificate of Deposit (CD),686.0,Inactive/Dormant
17629,52909,Business Account,2016629.0,Inactive/Dormant
17631,37249,Savings Account,6022.0,Defaulted
17632,45727,Individual Retirement Account (IRA),732.0,Inactive/Dormant
17635,27359,Trust Account,904351147.0,Inactive/Dormant
17637,10171,Trust Account,5605981.0,Limited/Restricted
17641,16444,Individual Retirement Account (IRA),8912423.0,Blocked/Frozen
17649,58905,Checking/Current Account,9115.0,Active
17650,63205,Checking/Current Account,88379346.0,Inactive/Dormant
17652,4832,Checking/Current Account,8417941.0,Defaulted
17654,56348,Custodial Account,78902209.0,Blocked/Frozen
17658,55271,Savings Account,6.0,Blocked/Frozen
17665,42437,Business Account,39.0,Active
17669,40528,Custodial Account,562.0,Closed
17670,35885,Custodial Account,898.0,Limited/Restricted
17675,63200,Business Account,4464252.0,Closed
17682,4132,Checking/Current Account,6785.0,Inactive/Dormant
17687,5742,Certificate of Deposit (CD),504.0,Limited/Restricted
17689,7825,Business Account,97132921.0,Defaulted
17691,784,Certificate of Deposit (CD),15998.0,Active
17692,55795,Individual Retirement Account (IRA),710428.0,Active
17698,19979,Custodial Account,6116.0,Active
17706,60675,Business Account,3087.0,Closed
17711,31131,Business Account,2616591.0,Defaulted
17712,45448,Trust Account,98252.0,Limited/Restricted
17713,20741,Trust Account,1266.0,Closed
17714,5001,Business Account,3350.0,Active
17715,31798,Checking/Current Account,337312.0,Blocked/Frozen
17717,31235,Individual Retirement Account (IRA),9.0,Closed
17718,23963,Checking/Current Account,526918.0,Blocked/Frozen
17723,12113,Individual Retirement Account (IRA),1463766.0,Blocked/Frozen
17727,54494,Certificate of Deposit (CD),2.0,Limited/Restricted
17728,42334,Trust Account,6640420.0,Limited/Restricted
17733,65089,Individual Retirement Account (IRA),9953280.0,Defaulted
17734,33744,Savings Account,70.0,Closed
17735,35362,Checking/Current Account,225184389.0,Active
17736,47406,Business Account,732.0,Defaulted
17738,39768,Business Account,10485275.0,Limited/Restricted
17743,10115,Individual Retirement Account (IRA),902221.0,Blocked/Frozen
17744,40216,Individual Retirement Account (IRA),47637452.0,Active
17749,46629,Certificate of Deposit (CD),7718.0,Blocked/Frozen
17758,11870,Trust Account,352.0,Defaulted
17759,21559,Individual Retirement Account (IRA),1329.0,Closed
17765,58522,Business Account,340.0,Limited/Restricted
17769,40811,Savings Account,7.0,Closed
17770,65476,Certificate of Deposit (CD),5708.0,Closed
17778,39635,Checking/Current Account,31970741.0,Closed
17779,65067,Custodial Account,1730059.0,Limited/Restricted
17783,7989,Individual Retirement Account (IRA),1446.0,Blocked/Frozen
17787,48365,Custodial Account,3.0,Limited/Restricted
17788,47745,Savings Account,44840.0,Limited/Restricted
17789,62869,Business Account,146264878.0,Inactive/Dormant
17790,10305,Business Account,709107.0,Defaulted
17791,416,Business Account,9876598.0,Blocked/Frozen
17796,34512,Checking/Current Account,68.0,Inactive/Dormant
17807,59101,Individual Retirement Account (IRA),380348904.0,Limited/Restricted
17809,42285,Certificate of Deposit (CD),9.0,Closed
17811,29861,Business Account,5.0,Blocked/Frozen
17812,7343,Trust Account,4816857.0,Blocked/Frozen
17813,17362,Savings Account,2006.0,Inactive/Dormant
17814,8104,Trust Account,69090000.0,Inactive/Dormant
17815,20278,Certificate of Deposit (CD),7358.0,Active
17821,43294,Certificate of Deposit (CD),24762023.0,Defaulted
17822,38915,Business Account,6822515.0,Limited/Restricted
17823,33137,Trust Account,645.0,Closed
17825,25211,Checking/Current Account,95827300.0,Blocked/Frozen
17831,27385,Trust Account,4.0,Blocked/Frozen
17836,18079,Checking/Current Account,53.0,Inactive/Dormant
17839,52854,Certificate of Deposit (CD),515806.0,Closed
17840,39680,Certificate of Deposit (CD),53910.0,Inactive/Dormant
17841,27040,Trust Account,7547.0,Defaulted
17848,48778,Business Account,461553.0,Active
17852,14158,Individual Retirement Account (IRA),6.0,Defaulted
17853,36959,Trust Account,762330.0,Active
17856,42826,Custodial Account,5.0,Closed
17859,63198,Individual Retirement Account (IRA),5.0,Closed
17861,46786,Trust Account,9155.0,Inactive/Dormant
17865,30437,Custodial Account,1026.0,Closed
17867,33609,Checking/Current Account,213551154.0,Defaulted
17871,32512,Trust Account,1882236.0,Closed
17872,8325,Certificate of Deposit (CD),617.0,Blocked/Frozen
17875,63141,Checking/Current Account,864.0,Defaulted
17876,30172,Individual Retirement Account (IRA),8.0,Defaulted
17878,63869,Savings Account,187.0,Defaulted
17884,25346,Savings Account,5.0,Closed
17893,30434,Individual Retirement Account (IRA),44683762.0,Closed
17900,5480,Checking/Current Account,85.0,Closed
17902,1324,Custodial Account,591914.0,Inactive/Dormant
17912,19304,Business Account,571144428.0,Inactive/Dormant
17913,33121,Savings Account,5955.0,Blocked/Frozen
17915,12305,Certificate of Deposit (CD),62070.0,Inactive/Dormant
17921,21180,Trust Account,515215.0,Blocked/Frozen
17925,13899,Custodial Account,685.0,Defaulted
17928,42410,Checking/Current Account,3964.0,Limited/Restricted
17931,31598,Certificate of Deposit (CD),212.0,Active
17933,18712,Trust Account,6.0,Blocked/Frozen
17939,63952,Checking/Current Account,3351481.0,Inactive/Dormant
17940,41647,Business Account,1160.0,Limited/Restricted
17944,5394,Business Account,1473803.0,Limited/Restricted
17947,23201,Business Account,690398421.0,Inactive/Dormant
17949,27366,Individual Retirement Account (IRA),919577360.0,Blocked/Frozen
17955,13220,Trust Account,97.0,Defaulted
17957,61699,Trust Account,91.0,Active
17959,65101,Business Account,997387.0,Limited/Restricted
17962,37537,Business Account,619.0,Defaulted
17964,38005,Savings Account,61803.0,Inactive/Dormant
17966,12764,Checking/Current Account,637884.0,Inactive/Dormant
17967,4485,Custodial Account,998.0,Limited/Restricted
17987,60092,Checking/Current Account,41199.0,Inactive/Dormant
17988,42284,Individual Retirement Account (IRA),5.0,Blocked/Frozen
17992,14480,Trust Account,3.0,Blocked/Frozen
17994,60043,Trust Account,496199.0,Blocked/Frozen
17997,36647,Certificate of Deposit (CD),635071.0,Active
17998,53136,Savings Account,2592.0,Closed
18001,2694,Savings Account,7.0,Defaulted
18003,61970,Trust Account,83799.0,Inactive/Dormant
18005,7754,Individual Retirement Account (IRA),90607.0,Defaulted
18006,64907,Certificate of Deposit (CD),13763186.0,Inactive/Dormant
18007,25779,Custodial Account,17022.0,Closed
18008,45835,Custodial Account,60.0,Limited/Restricted
18014,27045,Certificate of Deposit (CD),97108534.0,Defaulted
18015,23730,Checking/Current Account,631.0,Active
18016,1416,Savings Account,7.0,Blocked/Frozen
18023,35216,Savings Account,9699008.0,Blocked/Frozen
18024,25570,Trust Account,916.0,Active
18026,612,Business Account,1.0,Limited/Restricted
18028,48710,Checking/Current Account,49.0,Inactive/Dormant
18029,14761,Certificate of Deposit (CD),22.0,Blocked/Frozen
18030,46757,Checking/Current Account,421918.0,Defaulted
18040,26002,Business Account,7.0,Limited/Restricted
18048,41654,Certificate of Deposit (CD),130066.0,Blocked/Frozen
18053,48991,Business Account,93860353.0,Blocked/Frozen
18056,36349,Individual Retirement Account (IRA),15572388.0,Limited/Restricted
18057,23826,Savings Account,155141.0,Limited/Restricted
18058,30648,Certificate of Deposit (CD),8915.0,Limited/Restricted
18061,5770,Business Account,510012867.0,Defaulted
18065,63304,Individual Retirement Account (IRA),813.0,Closed
18076,36486,Individual Retirement Account (IRA),67654.0,Limited/Restricted
18077,15790,Trust Account,357898.0,Defaulted
18086,3233,Savings Account,130458820.0,Inactive/Dormant
18087,5999,Certificate of Deposit (CD),364755.0,Inactive/Dormant
18090,28808,Savings Account,3927.0,Inactive/Dormant
18091,65177,Business Account,2734377.0,Active
18094,15139,Individual Retirement Account (IRA),32223961.0,Closed
18099,395,Savings Account,7824265.0,Closed
18103,38586,Individual Retirement Account (IRA),128.0,Limited/Restricted
18106,3840,Checking/Current Account,59914.0,Limited/Restricted
18108,54803,Custodial Account,396337.0,Inactive/Dormant
18109,45641,Custodial Account,9218447.0,Defaulted
18113,4206,Individual Retirement Account (IRA),52342937.0,Blocked/Frozen
18118,46366,Custodial Account,3006049.0,Limited/Restricted
18124,34841,Individual Retirement Account (IRA),116008.0,Limited/Restricted
18125,15414,Checking/Current Account,1457.0,Limited/Restricted
18131,58905,Custodial Account,77159.0,Limited/Restricted
18134,32430,Business Account,592739.0,Defaulted
18138,23929,Checking/Current Account,56052270.0,Closed
18142,42342,Business Account,17972552.0,Active
18143,24813,Individual Retirement Account (IRA),2961383.0,Limited/Restricted
18145,17789,Individual Retirement Account (IRA),692761.0,Blocked/Frozen
18149,31520,Savings Account,10585633.0,Limited/Restricted
18152,22756,Custodial Account,8481944.0,Defaulted
18161,25475,Custodial Account,9173158.0,Blocked/Frozen
18162,6880,Business Account,924258.0,Blocked/Frozen
18164,31915,Savings Account,106213633.0,Limited/Restricted
18165,23666,Checking/Current Account,5685.0,Closed
18168,15745,Custodial Account,8602.0,Inactive/Dormant
18171,35073,Trust Account,999717620.0,Inactive/Dormant
18179,26604,Custodial Account,58.0,Blocked/Frozen
18189,64542,Checking/Current Account,54296816.0,Active
18191,13135,Individual Retirement Account (IRA),9407563.0,Defaulted
18200,29547,Individual Retirement Account (IRA),68.0,Closed
18204,4603,Certificate of Deposit (CD),8976.0,Limited/Restricted
18206,56738,Custodial Account,68835.0,Active
18207,49146,Trust Account,2.0,Blocked/Frozen
18209,62132,Savings Account,1890621.0,Closed
18220,27045,Certificate of Deposit (CD),98474750.0,Closed
18223,9746,Individual Retirement Account (IRA),5.0,Inactive/Dormant
18229,12603,Savings Account,3.0,Blocked/Frozen
18238,39786,Trust Account,7191873.0,Closed
18243,46437,Savings Account,2951.0,Active
18245,23124,Custodial Account,380326.0,Inactive/Dormant
18246,63076,Checking/Current Account,41551.0,Limited/Restricted
18250,26917,Savings Account,5952211.0,Active
18255,46993,Savings Account,6630.0,Active
18265,47040,Trust Account,8306.0,Defaulted
18268,15036,Business Account,0.0,Inactive/Dormant
18273,32802,Trust Account,613.0,Active
18274,10046,Individual Retirement Account (IRA),77.0,Limited/Restricted
18281,41077,Checking/Current Account,1.0,Closed
18286,17301,Custodial Account,23184113.0,Inactive/Dormant
18287,49017,Individual Retirement Account (IRA),27645394.0,Defaulted
18289,27663,Savings Account,14124.0,Closed
18290,65015,Custodial Account,70374588.0,Inactive/Dormant
18297,5198,Custodial Account,6.0,Inactive/Dormant
18299,50537,Savings Account,130042.0,Defaulted
18301,25594,Business Account,66288.0,Closed
18305,58430,Trust Account,491.0,Closed
18311,59273,Certificate of Deposit (CD),8796468.0,Limited/Restricted
18314,28545,Checking/Current Account,2816.0,Inactive/Dormant
18315,41673,Individual Retirement Account (IRA),63.0,Blocked/Frozen
18316,39177,Checking/Current Account,1.0,Active
18317,21431,Trust Account,767686228.0,Defaulted
18319,35416,Certificate of Deposit (CD),573872655.0,Active
18321,15778,Business Account,10227509.0,Closed
18324,52748,Individual Retirement Account (IRA),442579658.0,Closed
18325,38610,Checking/Current Account,5008.0,Defaulted
18327,53915,Custodial Account,461191.0,Defaulted
18332,28743,Savings Account,5.0,Defaulted
18342,22224,Certificate of Deposit (CD),8.0,Blocked/Frozen
18353,46696,Business Account,315.0,Closed
18360,42165,Individual Retirement Account (IRA),1839230.0,Limited/Restricted
18365,1556,Custodial Account,89079854.0,Defaulted
18368,37946,Certificate of Deposit (CD),5.0,Limited/Restricted
18369,9678,Individual Retirement Account (IRA),963.0,Inactive/Dormant
18371,58348,Business Account,1753.0,Defaulted
18372,631,Checking/Current Account,0.0,Blocked/Frozen
18374,63527,Individual Retirement Account (IRA),75710.0,Limited/Restricted
18378,52807,Business Account,7.0,Limited/Restricted
18380,547,Individual Retirement Account (IRA),4277836.0,Active
18386,54989,Savings Account,2711.0,Limited/Restricted
18393,61672,Certificate of Deposit (CD),159554.0,Blocked/Frozen
18396,37675,Certificate of Deposit (CD),350329362.0,Limited/Restricted
18398,8232,Checking/Current Account,260011.0,Blocked/Frozen
18399,354,Custodial Account,4.0,Closed
18405,3745,Trust Account,172456932.0,Blocked/Frozen
18411,34066,Custodial Account,9156.0,Blocked/Frozen
18413,60355,Custodial Account,5.0,Active
18416,63589,Certificate of Deposit (CD),34.0,Blocked/Frozen
18418,34220,Certificate of Deposit (CD),95322.0,Blocked/Frozen
18419,26218,Certificate of Deposit (CD),5346207.0,Limited/Restricted
18434,38329,Custodial Account,8008129.0,Defaulted
18435,57218,Trust Account,4.0,Limited/Restricted
18439,9324,Trust Account,11069227.0,Blocked/Frozen
18441,34435,Custodial Account,115505445.0,Active
18445,16023,Business Account,32.0,Closed
18448,64452,Certificate of Deposit (CD),581.0,Blocked/Frozen
18449,38511,Savings Account,36.0,Closed
18454,60105,Trust Account,28346.0,Closed
18467,14782,Certificate of Deposit (CD),87463623.0,Active
18468,38962,Checking/Current Account,785057.0,Blocked/Frozen
18470,20339,Custodial Account,93285538.0,Active
18477,25599,Business Account,73387043.0,Closed
18478,49028,Certificate of Deposit (CD),8822.0,Blocked/Frozen
18484,43410,Custodial Account,5209364.0,Closed
18485,53998,Individual Retirement Account (IRA),36615.0,Inactive/Dormant
18491,38421,Business Account,96198906.0,Closed
18494,38005,Individual Retirement Account (IRA),232951.0,Active
18496,65440,Checking/Current Account,234943489.0,Limited/Restricted
18501,21798,Custodial Account,808652350.0,Defaulted
18502,17208,Trust Account,4.0,Active
18507,63169,Savings Account,881.0,Closed
18509,24546,Certificate of Deposit (CD),648.0,Limited/Restricted
18512,36,Individual Retirement Account (IRA),302434329.0,Blocked/Frozen
18517,59918,Business Account,844005025.0,Active
18522,29650,Savings Account,82964.0,Inactive/Dormant
18528,49017,Checking/Current Account,9862419.0,Defaulted
18548,4435,Individual Retirement Account (IRA),1207921.0,Defaulted
18556,37809,Custodial Account,105078.0,Active
18561,19349,Business Account,6818.0,Defaulted
18563,36831,Individual Retirement Account (IRA),13418242.0,Limited/Restricted
18564,51944,Custodial Account,691123.0,Closed
18567,5731,Individual Retirement Account (IRA),145197.0,Closed
18568,33501,Individual Retirement Account (IRA),16393181.0,Inactive/Dormant
18569,33662,Individual Retirement Account (IRA),8.0,Limited/Restricted
18570,13475,Savings Account,25442293.0,Defaulted
18572,52083,Certificate of Deposit (CD),4169843.0,Blocked/Frozen
18573,7863,Business Account,79505.0,Inactive/Dormant
18575,32610,Savings Account,39.0,Blocked/Frozen
18579,34314,Custodial Account,2158.0,Defaulted
18581,60324,Custodial Account,53359.0,Limited/Restricted
18584,30832,Trust Account,2584037.0,Blocked/Frozen
18587,46285,Custodial Account,3820.0,Blocked/Frozen
18592,19690,Checking/Current Account,4.0,Inactive/Dormant
18593,52856,Business Account,8.0,Limited/Restricted
18595,53643,Checking/Current Account,2.0,Defaulted
18597,43123,Trust Account,6.0,Closed
18602,49139,Savings Account,6401539.0,Inactive/Dormant
18609,59574,Trust Account,58.0,Closed
18617,14911,Certificate of Deposit (CD),18.0,Blocked/Frozen
18625,54413,Custodial Account,32178.0,Active
18628,32161,Trust Account,164388.0,Closed
18631,24668,Certificate of Deposit (CD),6455632.0,Inactive/Dormant
18642,5347,Savings Account,4727.0,Active
18645,34650,Certificate of Deposit (CD),3279135.0,Limited/Restricted
18647,26157,Savings Account,91818936.0,Defaulted
18648,9371,Business Account,51.0,Closed
18654,28072,Savings Account,54.0,Closed
18655,44208,Certificate of Deposit (CD),6235511.0,Inactive/Dormant
18660,9951,Business Account,14418.0,Blocked/Frozen
18667,24711,Checking/Current Account,1.0,Blocked/Frozen
18669,1110,Savings Account,971399669.0,Defaulted
18685,49408,Custodial Account,25670237.0,Limited/Restricted
18686,42139,Individual Retirement Account (IRA),679502.0,Blocked/Frozen
18692,25788,Custodial Account,628.0,Closed
18693,20000,Savings Account,85592750.0,Limited/Restricted
18694,54145,Custodial Account,25257.0,Active
18695,12068,Trust Account,7170.0,Closed
18696,9640,Individual Retirement Account (IRA),347794281.0,Limited/Restricted
18698,57696,Business Account,437901123.0,Active
18700,35619,Trust Account,755700.0,Inactive/Dormant
18701,44845,Checking/Current Account,696974771.0,Limited/Restricted
18702,54684,Custodial Account,6454.0,Defaulted
18707,4847,Certificate of Deposit (CD),460013829.0,Blocked/Frozen
18709,48720,Certificate of Deposit (CD),12070485.0,Defaulted
18713,63510,Trust Account,694708756.0,Defaulted
18714,45714,Certificate of Deposit (CD),926208.0,Defaulted
18715,35764,Checking/Current Account,4.0,Closed
18716,13681,Custodial Account,63960.0,Closed
18717,34651,Savings Account,437067.0,Limited/Restricted
18719,19074,Checking/Current Account,6942588.0,Limited/Restricted
18721,59552,Checking/Current Account,29704441.0,Defaulted
18726,12673,Business Account,9175376.0,Limited/Restricted
18729,26609,Individual Retirement Account (IRA),58.0,Inactive/Dormant
18732,6565,Custodial Account,5437.0,Limited/Restricted
18735,26411,Checking/Current Account,16.0,Active
18749,13958,Custodial Account,1610612.0,Defaulted
18750,9187,Trust Account,378.0,Active
18754,52267,Custodial Account,1696.0,Blocked/Frozen
18759,5742,Certificate of Deposit (CD),6.0,Active
18763,12887,Custodial Account,2522568.0,Blocked/Frozen
18767,38901,Savings Account,42493036.0,Inactive/Dormant
18770,22181,Individual Retirement Account (IRA),44.0,Active
18777,50466,Certificate of Deposit (CD),506055.0,Blocked/Frozen
18778,21937,Business Account,390193447.0,Active
18792,4791,Trust Account,3627722.0,Defaulted
18794,35559,Savings Account,3177.0,Limited/Restricted
18795,25448,Trust Account,1997620.0,Inactive/Dormant
18796,21660,Trust Account,9759813.0,Limited/Restricted
18802,48804,Business Account,9.0,Defaulted
18803,54957,Trust Account,0.0,Defaulted
18805,10362,Savings Account,310.0,Closed
18806,814,Business Account,2496542.0,Limited/Restricted
18807,54628,Business Account,1442458.0,Blocked/Frozen
18809,58578,Checking/Current Account,841606285.0,Inactive/Dormant
18811,63289,Individual Retirement Account (IRA),3284.0,Closed
18812,8683,Savings Account,3157.0,Inactive/Dormant
18819,31708,Savings Account,29776.0,Closed
18821,35979,Trust Account,82605.0,Inactive/Dormant
18824,63573,Checking/Current Account,9715.0,Inactive/Dormant
18828,11996,Individual Retirement Account (IRA),62.0,Inactive/Dormant
18831,15104,Savings Account,55.0,Limited/Restricted
18832,33424,Individual Retirement Account (IRA),7014.0,Defaulted
18840,4961,Trust Account,730721.0,Limited/Restricted
18842,37565,Custodial Account,6472914.0,Blocked/Frozen
18845,28779,Certificate of Deposit (CD),8205.0,Blocked/Frozen
18848,4436,Certificate of Deposit (CD),119766120.0,Active
18849,29175,Custodial Account,64508115.0,Closed
18855,301,Custodial Account,64639.0,Limited/Restricted
