credit_id,customer_id,credit_score,credit_limit
11766,50557,300 - 579,3680.0
11771,35251,300 - 579,2.0
11775,40463,740 - 799,8.0
11776,26535,800 - 850,3933.0
11779,52854,300 - 579,12.0
11785,65457,740 - 799,7911.0
11787,11534,670 - 739,39493.0
11788,19196,300 - 579,4.0
11791,26491,300 - 579,614880.0
11803,59083,800 - 850,433490.0
11810,43417,670 - 739,94386.0
11817,29347,800 - 850,790.0
11820,1188,670 - 739,589438.0
11821,63740,580 - 669,12809800.0
11823,38285,670 - 739,301.0
11826,57666,300 - 579,766487712.0
11831,41068,740 - 799,81871293.0
11833,29403,580 - 669,96730113.0
11836,51260,800 - 850,13660935.0
11837,32178,670 - 739,6490.0
11861,29663,740 - 799,6794.0
11866,11848,740 - 799,518103.0
11869,50644,800 - 850,6747.0
11876,25636,670 - 739,153.0
11880,60675,740 - 799,96016.0
11881,53954,800 - 850,526750.0
11884,26502,800 - 850,7785.0
11893,45647,300 - 579,289.0
11896,34076,800 - 850,375987.0
11906,11208,740 - 799,1221.0
11907,4888,670 - 739,460297.0
11908,4010,300 - 579,8969.0
11915,19460,740 - 799,25569288.0
11919,12359,580 - 669,44581.0
11926,45759,300 - 579,652156627.0
11928,29155,580 - 669,463122351.0
11932,35306,580 - 669,7.0
11936,14706,740 - 799,95.0
11939,59970,670 - 739,23.0
11946,25386,580 - 669,327108.0
11950,5979,580 - 669,66017.0
11951,60543,670 - 739,243195037.0
11954,36219,800 - 850,1735.0
11959,28662,670 - 739,18666955.0
11966,22538,800 - 850,245367.0
11967,64218,670 - 739,92185101.0
11968,51870,670 - 739,484.0
11969,16116,740 - 799,100.0
11976,6113,580 - 669,15.0
11977,40516,580 - 669,66321.0
11978,35311,300 - 579,2884045.0
11980,8211,300 - 579,356.0
11981,377,670 - 739,6.0
11982,12930,300 - 579,1.0
11983,55230,670 - 739,7173768.0
11985,52733,670 - 739,87.0
11986,50013,670 - 739,35925.0
11988,48530,740 - 799,167949558.0
11994,23144,670 - 739,461.0
11998,53132,740 - 799,3818636.0
12001,53915,580 - 669,70.0
12008,57096,300 - 579,68431501.0
12009,37810,800 - 850,3374413.0
12013,59381,580 - 669,94.0
12017,29832,670 - 739,6775527.0
12019,27419,670 - 739,171.0
12020,19074,670 - 739,5452472.0
12021,39911,300 - 579,6996.0
12026,20064,300 - 579,27062.0
12027,20558,740 - 799,2169773.0
12030,20917,300 - 579,71051.0
12031,20907,300 - 579,476324346.0
12034,5232,670 - 739,391618.0
12047,14646,800 - 850,365406.0
12055,38796,300 - 579,162923.0
12056,8693,300 - 579,125762825.0
12063,37049,800 - 850,2.0
12065,22113,580 - 669,339919.0
12066,35315,800 - 850,9245.0
12071,288,300 - 579,21.0
12072,46376,800 - 850,73829188.0
12075,39078,800 - 850,67605262.0
12076,18751,580 - 669,5.0
12080,61005,580 - 669,888137037.0
12081,34379,800 - 850,279159569.0
12083,52835,740 - 799,5244744.0
12084,2133,800 - 850,27440737.0
12085,64998,800 - 850,67.0
12089,19944,300 - 579,45485609.0
12091,32073,300 - 579,75917.0
12094,19639,580 - 669,74522011.0
12100,14728,670 - 739,808283904.0
12106,8451,300 - 579,5368.0
12112,46872,300 - 579,37.0
12113,5462,800 - 850,80461241.0
12114,23441,300 - 579,555414.0
12120,47978,300 - 579,131690.0
12131,46629,670 - 739,81026.0
12135,1367,740 - 799,881.0
12140,26400,800 - 850,786.0
12143,53604,580 - 669,1.0
12147,1834,300 - 579,582.0
12159,37405,800 - 850,292912152.0
12167,14071,800 - 850,3.0
12174,22069,740 - 799,6.0
12180,19537,670 - 739,22608.0
12187,52122,580 - 669,15269.0
12189,6958,670 - 739,117.0
12194,48202,580 - 669,8891.0
12196,27914,580 - 669,621281.0
12200,62244,740 - 799,424.0
12201,44751,670 - 739,6.0
12204,39394,300 - 579,365.0
12208,4050,300 - 579,501.0
12212,45453,580 - 669,3712541.0
12216,19628,740 - 799,84164657.0
12226,47500,580 - 669,89311653.0
12230,21702,300 - 579,1991.0
12235,33588,580 - 669,85794731.0
12241,46468,670 - 739,518300.0
12243,1507,580 - 669,5943.0
12247,17078,670 - 739,280530.0
12253,60209,670 - 739,3.0
12258,34248,580 - 669,351576354.0
12261,52001,800 - 850,22981747.0
12264,35674,670 - 739,841.0
12270,13886,580 - 669,96.0
12277,23914,800 - 850,43914.0
12283,8631,580 - 669,519316.0
12289,44685,800 - 850,414147.0
12291,12671,800 - 850,96.0
12293,49124,740 - 799,85307190.0
12307,52360,670 - 739,6601112.0
12308,6447,800 - 850,27.0
12310,20398,670 - 739,22959.0
12311,27387,740 - 799,68702.0
12320,1560,800 - 850,2942156.0
12322,7525,670 - 739,9113.0
12330,28662,740 - 799,846722500.0
12333,64632,300 - 579,971.0
12336,17934,580 - 669,1358.0
12348,44615,670 - 739,3.0
12359,63869,580 - 669,852870308.0
12360,36276,740 - 799,7.0
12361,50424,300 - 579,9.0
12374,31353,580 - 669,36346.0
12375,61064,300 - 579,9761341.0
12380,38829,740 - 799,62289006.0
12381,9553,800 - 850,470512.0
12382,46220,800 - 850,299.0
12383,7662,580 - 669,85152603.0
12386,39635,740 - 799,6694.0
12390,22895,800 - 850,76.0
12396,1720,580 - 669,7.0
12400,33429,300 - 579,77154.0
12401,47718,580 - 669,833.0
12403,20199,740 - 799,1.0
12421,24853,300 - 579,57409.0
12429,45052,740 - 799,160928489.0
12430,2197,580 - 669,74890.0
12432,33481,740 - 799,9.0
12434,13581,670 - 739,6524281.0
12435,8125,740 - 799,41001802.0
12437,30498,740 - 799,75480.0
12438,29643,800 - 850,66131456.0
12439,24616,800 - 850,9.0
12444,22248,300 - 579,91924388.0
12451,23773,300 - 579,1184.0
12452,61492,800 - 850,443684485.0
12453,51136,670 - 739,62095300.0
12458,19189,300 - 579,2443884.0
12465,61841,670 - 739,380475350.0
12466,9050,740 - 799,7904.0
12467,11602,800 - 850,146880605.0
12468,42672,670 - 739,247700.0
12470,819,670 - 739,279877.0
12472,14617,580 - 669,9569198.0
12478,27222,740 - 799,2015.0
12479,30484,300 - 579,66001.0
12483,52813,300 - 579,4.0
12485,30734,300 - 579,296831.0
12488,24267,670 - 739,83506351.0
12490,49383,580 - 669,770.0
12492,43816,800 - 850,3.0
12493,61232,300 - 579,2.0
12500,40810,740 - 799,40233236.0
12502,32073,800 - 850,1.0
12506,28997,740 - 799,7302.0
12509,46913,300 - 579,83.0
12511,19324,740 - 799,118.0
12514,46242,740 - 799,44781.0
12520,15888,300 - 579,68.0
12523,61283,670 - 739,702.0
12526,46225,670 - 739,502.0
12532,47395,670 - 739,403.0
12536,51968,580 - 669,802541.0
12538,49464,670 - 739,28162.0
12540,8010,670 - 739,888.0
12541,41543,300 - 579,790.0
12542,4331,800 - 850,5807611.0
12548,18570,670 - 739,5.0
12555,62010,670 - 739,65523.0
12560,18689,800 - 850,24.0
12562,53365,300 - 579,9761495.0
12563,51506,800 - 850,475300.0
12566,28474,580 - 669,869.0
12569,18689,580 - 669,98298091.0
12573,11319,300 - 579,4785.0
12575,4532,670 - 739,836.0
12576,1350,580 - 669,606.0
12583,64084,670 - 739,3404.0
12585,29213,300 - 579,2126.0
12586,49101,580 - 669,77689374.0
12587,31775,740 - 799,1790152.0
12588,22117,800 - 850,99.0
12589,14604,580 - 669,51.0
12607,34415,580 - 669,504982476.0
12608,17979,800 - 850,188732103.0
12609,4296,740 - 799,1754.0
12614,42088,800 - 850,699679.0
12620,397,800 - 850,6.0
12621,61275,800 - 850,6233132.0
12622,1272,740 - 799,99.0
12623,39198,300 - 579,2.0
12624,47067,580 - 669,25.0
12627,18514,580 - 669,323312.0
12641,30861,740 - 799,6600.0
12644,37645,740 - 799,74559705.0
12657,12764,670 - 739,1969.0
12659,38416,740 - 799,66.0
12663,28103,580 - 669,0.0
12671,36694,800 - 850,294603.0
12673,9270,800 - 850,66.0
12674,42182,300 - 579,7.0
12677,23875,580 - 669,27.0
12679,50828,670 - 739,3622291.0
12681,15473,580 - 669,1557826.0
12682,9259,670 - 739,966023.0
12687,36416,740 - 799,66679.0
12691,51633,670 - 739,5273.0
12695,56729,670 - 739,96450376.0
12697,3117,670 - 739,19920279.0
12703,17069,670 - 739,90404517.0
12711,12195,580 - 669,7948.0
12713,43919,580 - 669,295692135.0
12716,59356,300 - 579,378.0
12717,15530,800 - 850,96030.0
12718,5709,300 - 579,6.0
12719,60203,800 - 850,37.0
12723,61242,670 - 739,7.0
12726,59635,580 - 669,7818.0
12728,40833,670 - 739,7.0
12730,62790,800 - 850,565980.0
12732,31718,580 - 669,11531.0
12736,42171,300 - 579,3779.0
12738,54904,740 - 799,8531.0
12739,3709,300 - 579,4144.0
12740,31693,800 - 850,740.0
12742,50203,740 - 799,30114.0
12747,361,670 - 739,0.0
12748,11181,300 - 579,262138.0
12749,60533,670 - 739,57406.0
12750,6733,800 - 850,3392650.0
12752,33882,800 - 850,30584388.0
12754,20483,670 - 739,557075524.0
12755,22789,300 - 579,3385826.0
12758,8424,800 - 850,23376.0
12761,60529,740 - 799,7.0
12764,39294,300 - 579,500340.0
12772,23966,740 - 799,8853891.0
12774,59807,300 - 579,34.0
12783,451,670 - 739,335050.0
12788,47423,580 - 669,9338.0
12791,22608,300 - 579,3303.0
12795,59147,740 - 799,78.0
12796,53412,670 - 739,338844513.0
12797,53165,580 - 669,97515.0
12798,568,670 - 739,18364.0
12800,41502,740 - 799,4.0
12805,9910,740 - 799,527005040.0
12817,23221,740 - 799,6535868.0
12818,56236,580 - 669,8560.0
12822,31353,670 - 739,13278637.0
12823,19266,300 - 579,4.0
12837,29472,800 - 850,8.0
12839,38773,300 - 579,38773432.0
12840,51911,740 - 799,957122.0
12843,45983,580 - 669,362.0
12851,47684,670 - 739,677467408.0
12859,30692,580 - 669,55850.0
12864,5097,800 - 850,93481.0
12867,47129,670 - 739,78296.0
12872,64746,580 - 669,306417713.0
12874,42835,800 - 850,662.0
12875,17683,670 - 739,1421.0
12876,58111,800 - 850,8552686.0
12882,52907,740 - 799,2546.0
12892,54811,740 - 799,5406984.0
12893,63714,300 - 579,2541735.0
12897,17293,300 - 579,6719474.0
12901,29514,300 - 579,2.0
12903,11770,740 - 799,790855037.0
12904,5990,670 - 739,87099.0
12905,21939,800 - 850,3618635.0
12907,55334,740 - 799,7417608.0
12912,60561,740 - 799,5.0
12914,11649,800 - 850,6.0
12917,6350,300 - 579,4.0
12918,20366,300 - 579,59810.0
12927,7552,300 - 579,6701269.0
12939,19286,300 - 579,1932.0
12941,48728,580 - 669,30559.0
12943,53986,300 - 579,364764991.0
12947,5117,300 - 579,881464.0
12950,59162,300 - 579,20664.0
12953,26336,800 - 850,702645.0
12958,1560,670 - 739,364.0
12961,48846,670 - 739,79.0
12965,14518,800 - 850,96364.0
12969,46126,580 - 669,449200.0
12987,41924,300 - 579,36940.0
12988,47360,800 - 850,800148245.0
12993,24548,800 - 850,4606652.0
12996,47547,670 - 739,47272455.0
12999,42683,670 - 739,96055818.0
13000,12006,800 - 850,7.0
13003,12563,740 - 799,44374684.0
13007,63882,740 - 799,954958.0
13011,61976,800 - 850,9040974.0
13013,64468,580 - 669,8.0
13015,13373,800 - 850,1824587.0
13023,44332,300 - 579,9966326.0
13025,53162,580 - 669,52.0
13026,37340,580 - 669,42.0
13031,25481,300 - 579,774.0
13033,21336,300 - 579,2676025.0
13034,16441,740 - 799,5119.0
13037,20548,580 - 669,5.0
13042,43922,300 - 579,8618104.0
13062,41194,580 - 669,494740049.0
13063,7696,670 - 739,56805070.0
13065,2182,800 - 850,36302.0
13070,36518,800 - 850,57613525.0
13075,30692,300 - 579,8.0
13076,38967,580 - 669,202.0
13082,45332,300 - 579,131468.0
13086,56892,580 - 669,9.0
13091,63211,670 - 739,5.0
13099,71,740 - 799,29022.0
13100,7387,580 - 669,8804213.0
13102,14222,670 - 739,299.0
13103,48922,300 - 579,50171.0
13106,8132,740 - 799,98577045.0
13107,38927,740 - 799,58386817.0
13108,10964,800 - 850,50.0
13110,41136,300 - 579,6121.0
13113,2411,670 - 739,25.0
13119,34931,580 - 669,226913.0
13122,59060,580 - 669,146259617.0
13127,47222,800 - 850,92037.0
13131,7873,800 - 850,6.0
13132,43073,740 - 799,83757.0
13134,7151,800 - 850,5.0
13135,37082,740 - 799,79604545.0
13141,19903,580 - 669,643464.0
13146,10558,580 - 669,867.0
13153,2399,580 - 669,81421.0
13154,62719,300 - 579,661139776.0
13171,40251,740 - 799,597.0
13173,38500,580 - 669,558700.0
13174,50557,670 - 739,818912250.0
13175,32212,800 - 850,3763.0
13178,49180,300 - 579,90.0
13181,22936,300 - 579,6485946.0
13182,46273,580 - 669,7149.0
13183,45376,300 - 579,4712.0
13185,55287,740 - 799,1.0
13189,17356,800 - 850,1355.0
13190,35412,670 - 739,3924318.0
13193,34734,800 - 850,2607407.0
13195,59127,300 - 579,867.0
13199,2205,300 - 579,459209.0
13212,14716,740 - 799,327.0
13215,21426,800 - 850,59748.0
13222,58464,800 - 850,511188.0
13223,6464,670 - 739,33799019.0
13228,4327,580 - 669,938.0
13229,47640,300 - 579,561735441.0
13231,34588,300 - 579,5730526.0
13238,45045,670 - 739,296271107.0
13243,6258,740 - 799,301.0
13244,3802,800 - 850,12978.0
13250,9898,580 - 669,2.0
13251,47137,670 - 739,605.0
13254,47060,300 - 579,14819.0
13257,39805,670 - 739,581198.0
13258,56562,740 - 799,8967.0
13260,17493,740 - 799,75720520.0
13267,7298,670 - 739,949802602.0
13273,14303,670 - 739,1.0
13274,21481,300 - 579,66099249.0
13281,35779,670 - 739,55.0
13282,7669,670 - 739,870.0
13283,11174,580 - 669,44861630.0
13285,51415,740 - 799,25352806.0
13286,61191,300 - 579,8.0
13289,50508,800 - 850,9.0
13291,30192,740 - 799,6.0
13305,24129,670 - 739,407.0
13308,38672,800 - 850,1135.0
13325,29343,740 - 799,685024.0
13327,25119,800 - 850,761.0
13328,54112,740 - 799,252413251.0
13329,37736,670 - 739,51.0
13330,42119,740 - 799,59.0
13332,43346,670 - 739,655.0
13334,53339,740 - 799,688256508.0
13337,38177,300 - 579,1307.0
13341,37155,670 - 739,43749.0
13342,33827,800 - 850,6016999.0
13347,39491,800 - 850,64.0
13349,59950,300 - 579,153297086.0
13355,50897,740 - 799,467550410.0
13358,27584,740 - 799,2600.0
13360,8616,670 - 739,612181.0
13365,50954,740 - 799,6.0
13370,53883,580 - 669,80.0
13371,3443,740 - 799,6919.0
13376,42751,800 - 850,85552.0
13377,31223,670 - 739,982226535.0
13380,64993,300 - 579,4.0
13383,44447,580 - 669,0.0
13385,62033,800 - 850,69.0
13386,15011,800 - 850,1639610.0
13398,54985,300 - 579,901.0
13400,26877,580 - 669,7804.0
13403,27124,800 - 850,0.0
13406,3270,300 - 579,248941646.0
13409,42464,580 - 669,59390.0
13413,39418,740 - 799,3162.0
13417,12630,800 - 850,6625469.0
13419,10813,670 - 739,318639.0
13423,24995,800 - 850,38.0
13424,43124,580 - 669,6878.0
13425,50478,300 - 579,591.0
13426,61120,800 - 850,35.0
13427,12779,800 - 850,51.0
13429,40690,740 - 799,9130.0
13435,14686,800 - 850,2008.0
13437,18701,580 - 669,8639854.0
13440,33662,740 - 799,829.0
13441,19398,800 - 850,4685.0
13445,14629,740 - 799,78.0
13448,56022,740 - 799,924170.0
13454,12457,670 - 739,505294.0
13467,22711,300 - 579,12111.0
13469,34056,300 - 579,812.0
13473,53859,740 - 799,91977.0
13476,41745,580 - 669,368384232.0
13478,6711,300 - 579,472.0
13480,21438,670 - 739,72881.0
13481,52873,670 - 739,1085.0
13482,52055,300 - 579,165255831.0
13484,63636,300 - 579,5.0
13486,47550,300 - 579,31.0
13491,37675,580 - 669,5645669.0
13498,15120,670 - 739,978.0
13501,49558,800 - 850,602234144.0
13505,49329,800 - 850,180.0
13506,9697,800 - 850,466.0
13509,3364,740 - 799,256.0
13514,61890,580 - 669,2422.0
13517,4686,670 - 739,9646.0
13524,56457,580 - 669,6636.0
13526,46786,670 - 739,64.0
13532,23146,300 - 579,754409.0
13539,34568,300 - 579,2929451.0
13543,25816,580 - 669,32960.0
13549,13055,740 - 799,6.0
13550,59052,670 - 739,5.0
13558,59884,670 - 739,4021353.0
13559,8834,300 - 579,15067756.0
13560,24384,580 - 669,796508978.0
13562,28567,300 - 579,846.0
13566,34220,300 - 579,66009965.0
13569,46491,580 - 669,113636.0
13579,33603,300 - 579,5881.0
13583,49180,300 - 579,544468169.0
13590,34068,740 - 799,764045.0
13595,64125,300 - 579,905.0
13603,14569,740 - 799,457.0
13608,24658,580 - 669,9149.0
13613,36053,740 - 799,978927.0
13617,45540,670 - 739,47864.0
13619,46927,670 - 739,684.0
13628,61078,670 - 739,521370504.0
13632,9944,800 - 850,718962.0
13634,2839,740 - 799,6525.0
13640,29650,580 - 669,51.0
13643,29388,670 - 739,6.0
13647,35425,800 - 850,72175.0
13648,64404,800 - 850,46110131.0
13658,17342,740 - 799,24166.0
13663,9503,740 - 799,13911.0
13665,24420,300 - 579,7.0
13671,8246,300 - 579,226362.0
13683,50281,740 - 799,593576581.0
13684,5971,800 - 850,4435329.0
13686,54891,300 - 579,698.0
13687,45332,580 - 669,7339.0
13688,56729,300 - 579,957.0
13691,27585,740 - 799,48245.0
13694,26599,580 - 669,9143298.0
13701,64093,300 - 579,882.0
13702,40734,580 - 669,67.0
13703,42720,800 - 850,12582.0
13708,47662,300 - 579,37.0
13712,57853,740 - 799,475496.0
13716,10251,300 - 579,27.0
13718,56181,580 - 669,69085821.0
13720,13048,740 - 799,137213.0
13723,58278,740 - 799,91.0
13728,56566,800 - 850,5125.0
13729,37340,670 - 739,426550.0
13732,59356,580 - 669,66960812.0
13745,9589,800 - 850,4021211.0
13747,40098,300 - 579,4.0
13748,62726,800 - 850,375.0
13750,13984,300 - 579,9734538.0
13752,39966,580 - 669,4972649.0
13755,46151,300 - 579,862212339.0
13757,38069,670 - 739,5263.0
13758,28738,800 - 850,719983796.0
13760,38684,670 - 739,82107.0
13762,56532,800 - 850,20.0
13765,54551,580 - 669,52401.0
13768,52922,670 - 739,106703.0
13774,3841,670 - 739,249806002.0
13775,4685,800 - 850,6.0
13778,25730,740 - 799,9634.0
13780,47639,580 - 669,32.0
13785,61026,740 - 799,55217864.0
13786,18651,740 - 799,3056271.0
13789,38395,580 - 669,73291.0
13790,50729,670 - 739,0.0
13795,18612,580 - 669,64887399.0
13800,25631,580 - 669,76903837.0
13801,48452,580 - 669,9.0
13802,29889,670 - 739,743.0
13803,49924,580 - 669,1864.0
13804,26002,670 - 739,17.0
13807,12941,300 - 579,7046952.0
13811,53752,670 - 739,436247162.0
13816,63663,800 - 850,93.0
13817,53205,300 - 579,87.0
13820,10834,740 - 799,8110.0
13831,5246,800 - 850,9424.0
13836,57271,740 - 799,5318.0
13840,53059,670 - 739,78328587.0
13841,42212,800 - 850,31128.0
13846,8846,300 - 579,242468.0
13848,61033,580 - 669,983653414.0
13851,33047,800 - 850,586268.0
13856,23388,580 - 669,9213.0
13860,49344,300 - 579,56778.0
13863,818,580 - 669,3623987.0
13871,21315,580 - 669,875.0
13872,38416,740 - 799,50.0
13873,50520,580 - 669,36504921.0
13874,10060,670 - 739,25.0
13876,22590,740 - 799,391069334.0
13883,48627,300 - 579,57.0
13885,57355,800 - 850,7356.0
13893,8211,800 - 850,875616.0
13895,44930,740 - 799,4.0
13896,53399,800 - 850,31528.0
13900,56563,580 - 669,47520.0
13907,43123,580 - 669,38219.0
13914,25547,740 - 799,9952.0
13917,30478,580 - 669,319.0
13918,38395,800 - 850,178007966.0
13923,52264,670 - 739,7643.0
13924,63080,580 - 669,7033702.0
13929,11461,740 - 799,935.0
13931,1556,300 - 579,17456052.0
13933,56194,740 - 799,80.0
13935,58627,580 - 669,310803.0
13949,62891,740 - 799,3048.0
13951,53162,580 - 669,6386612.0
13955,10780,740 - 799,1214320.0
13965,17729,800 - 850,908401826.0
13971,27830,580 - 669,45634256.0
13976,43453,800 - 850,500269053.0
13979,29441,670 - 739,6991.0
13985,40732,580 - 669,525039.0
13991,55770,670 - 739,560007937.0
13996,64340,580 - 669,26340.0
13999,21846,740 - 799,550890405.0
14002,20725,800 - 850,1.0
14003,15657,580 - 669,54317.0
14004,28129,740 - 799,55501.0
14009,13942,300 - 579,5552.0
14022,47728,300 - 579,157.0
14023,29192,580 - 669,58.0
14027,63526,740 - 799,37207686.0
14029,24249,580 - 669,576128039.0
14033,56936,740 - 799,29.0
14037,43397,300 - 579,9642091.0
14040,43243,670 - 739,228268.0
14044,13711,580 - 669,8.0
14050,12483,740 - 799,1732990.0
14052,3830,740 - 799,72945145.0
14053,34379,670 - 739,7246824.0
14055,21852,670 - 739,9048.0
14056,8268,670 - 739,92483197.0
14062,17493,670 - 739,2.0
14064,27045,300 - 579,4.0
14068,47214,740 - 799,564598.0
14070,44423,740 - 799,342148773.0
14071,40377,740 - 799,4411.0
14073,2075,300 - 579,1273.0
14076,16164,670 - 739,1.0
14080,5955,670 - 739,30535.0
14083,52093,670 - 739,714815650.0
14089,22369,800 - 850,39162480.0
14090,41070,670 - 739,1308068.0
14098,39050,740 - 799,846429281.0
14099,64031,580 - 669,7791.0
14102,49556,670 - 739,80333775.0
14106,51963,800 - 850,64448.0
14107,53608,300 - 579,239.0
14109,63246,800 - 850,94.0
14112,14818,300 - 579,92439409.0
14115,37472,300 - 579,7.0
14116,48420,740 - 799,888389.0
14120,27830,800 - 850,206.0
14121,3228,670 - 739,958533998.0
14126,50981,670 - 739,49.0
14128,49392,580 - 669,24420388.0
14130,22534,800 - 850,2057.0
14134,20151,300 - 579,230622892.0
14139,8881,580 - 669,95305596.0
14144,4651,670 - 739,40065.0
14158,27964,300 - 579,3791846.0
14159,12764,800 - 850,6124.0
14164,22756,740 - 799,57605.0
14166,50235,800 - 850,48066783.0
14168,32142,800 - 850,63278.0
14175,53187,580 - 669,957028479.0
14184,47156,580 - 669,600496.0
14191,15415,580 - 669,588349273.0
14196,12418,670 - 739,622550708.0
14198,36751,300 - 579,83.0
14201,27485,670 - 739,9.0
14202,16369,670 - 739,7607916.0
14204,52864,670 - 739,4012.0
14208,52856,800 - 850,21702.0
14210,61141,670 - 739,304780.0
14219,42483,580 - 669,78542046.0
14220,12872,740 - 799,826414771.0
14224,45835,740 - 799,218286810.0
14231,61071,740 - 799,2936.0
14232,13260,740 - 799,8328092.0
14234,42379,800 - 850,512.0
14243,4675,580 - 669,60289.0
14247,46842,300 - 579,632134.0
14249,3999,300 - 579,71093.0
14250,49174,670 - 739,8.0
14258,64192,670 - 739,605006.0
14265,36880,740 - 799,9.0
14267,37373,740 - 799,6.0
14270,48068,800 - 850,88764916.0
14274,62219,580 - 669,71257075.0
14280,55216,300 - 579,478790.0
14289,19730,670 - 739,92864345.0
14299,4885,740 - 799,596550.0
14300,22947,580 - 669,406481622.0
14301,21371,580 - 669,516357332.0
14302,48745,300 - 579,3610121.0
14303,6713,300 - 579,3236.0
14307,18884,300 - 579,1525810.0
14310,9336,670 - 739,4706244.0
14311,47920,580 - 669,666.0
14312,37974,580 - 669,92151.0
14318,48481,740 - 799,1.0
14322,14222,800 - 850,7517625.0
14325,17106,300 - 579,992225.0
14328,3239,800 - 850,1.0
14340,28250,300 - 579,51.0
14342,36014,580 - 669,539.0
14346,40826,670 - 739,147.0
14350,63901,580 - 669,5407.0
14355,3435,300 - 579,20310.0
14359,36774,580 - 669,9574818.0
14362,27488,670 - 739,133800.0
14363,32580,300 - 579,85838.0
14371,44622,580 - 669,435602.0
14376,62129,800 - 850,979373.0
14385,62647,300 - 579,34.0
14389,40516,300 - 579,49.0
14390,58579,740 - 799,22869611.0
14397,4047,580 - 669,9.0
14416,61224,300 - 579,108853.0
14419,42912,670 - 739,3.0
14423,54857,580 - 669,980640199.0
14424,41880,300 - 579,64194893.0
14432,33679,300 - 579,448416.0
14433,65427,670 - 739,3.0
14435,34465,800 - 850,138.0
14440,37298,300 - 579,7200184.0
14444,79,800 - 850,1135335.0
14450,10117,800 - 850,946804170.0
14452,9456,580 - 669,3776238.0
14453,21859,800 - 850,72.0
14462,13888,670 - 739,733.0
14464,19026,670 - 739,384972586.0
14465,20479,300 - 579,586.0
14468,115,800 - 850,13758218.0
14487,13393,670 - 739,697347645.0
14492,14718,670 - 739,2.0
14493,24129,740 - 799,9473.0
14494,14813,800 - 850,57955248.0
14498,61996,300 - 579,50970902.0
14499,44790,670 - 739,8.0
14507,59618,800 - 850,630813.0
14511,63646,670 - 739,572.0
14513,29539,740 - 799,261.0
14523,52864,580 - 669,972022.0
14525,17971,800 - 850,9.0
14532,14303,300 - 579,32.0
14534,15094,800 - 850,573827.0
14544,43618,300 - 579,3086670.0
14556,61865,740 - 799,36.0
14558,2905,580 - 669,7.0
14560,61282,670 - 739,1258.0
14561,679,740 - 799,6518.0
14570,57096,670 - 739,329.0
14571,41236,740 - 799,58.0
14575,26863,670 - 739,75.0
14577,2566,580 - 669,0.0
14578,7845,580 - 669,33790088.0
14584,47500,300 - 579,272420233.0
14590,32849,580 - 669,59178073.0
14591,20075,580 - 669,975856.0
14603,60099,580 - 669,256.0
14608,4654,740 - 799,90454.0
14612,33481,800 - 850,906076.0
14623,916,800 - 850,530.0
14630,58482,580 - 669,757.0
14631,30821,300 - 579,4230.0
14637,6594,580 - 669,181990.0
14638,36602,300 - 579,274450.0
14642,19324,800 - 850,468673190.0
14643,63775,800 - 850,884587101.0
14647,49321,670 - 739,8.0
14648,10060,300 - 579,3227.0
14649,5579,740 - 799,35594032.0
14650,14646,800 - 850,981.0
14652,27189,300 - 579,8760.0
14653,45529,580 - 669,882080974.0
14655,44780,580 - 669,349880069.0
14660,43626,580 - 669,46.0
14666,47886,300 - 579,912.0
14667,35416,670 - 739,668195.0
14671,61569,670 - 739,39791159.0
14673,61232,670 - 739,147.0
14674,8987,300 - 579,68.0
14677,44188,300 - 579,649272149.0
14678,781,670 - 739,2729.0
14682,9922,800 - 850,1.0
14686,30403,800 - 850,261814918.0
14688,64122,670 - 739,8193452.0
14692,12813,670 - 739,82645850.0
14695,6719,300 - 579,679633.0
14696,61112,580 - 669,1783833.0
14697,16849,800 - 850,46898556.0
14703,44732,740 - 799,70.0
14707,63807,580 - 669,26919902.0
14709,16145,580 - 669,85.0
14711,20075,800 - 850,95.0
14712,12393,800 - 850,997135168.0
14713,52858,580 - 669,379960.0
14714,30475,670 - 739,7723093.0
14718,11208,300 - 579,5204.0
14721,25366,300 - 579,42.0
14729,56260,800 - 850,41691.0
14735,27760,800 - 850,564272633.0
14737,35057,300 - 579,65675661.0
14739,36959,740 - 799,17470.0
14741,654,580 - 669,66904080.0
14746,53039,740 - 799,41398537.0
14752,53745,580 - 669,288.0
14753,53734,670 - 739,20171.0
14755,27187,670 - 739,90737081.0
14757,46288,800 - 850,72.0
14759,36903,580 - 669,90407220.0
14764,9253,670 - 739,69338.0
14765,49833,740 - 799,9886.0
14768,2968,800 - 850,56048863.0
14770,5415,670 - 739,3025244.0
14771,15414,300 - 579,3967058.0
14778,45091,800 - 850,40493062.0
14791,4822,670 - 739,66544988.0
14792,10558,580 - 669,930555222.0
14793,44282,800 - 850,86262912.0
14794,64227,580 - 669,74569.0
14795,55537,740 - 799,544895.0
14804,60919,580 - 669,12884311.0
14812,9371,580 - 669,44081057.0
14813,39493,740 - 799,294049.0
14824,26542,740 - 799,50273.0
14826,21695,800 - 850,598224119.0
14829,54981,740 - 799,5831151.0
14831,29329,800 - 850,96.0
14835,62411,580 - 669,33.0
14837,6142,670 - 739,17156.0
14840,17094,580 - 669,99535.0
14845,62106,740 - 799,197317386.0
14853,54803,740 - 799,75.0
14855,48966,580 - 669,22201522.0
14856,45714,300 - 579,415.0
14861,54811,580 - 669,2.0
