transaction_id,account_id,transaction_type,amount,transaction_date
9571,45479,Subscription,9442832.0,1983-12-02
9585,7278,Purchase,90058.0,1997-08-31
9595,36314,Wire,23933088.0,2008-11-22
9600,42585,Credit,408.0,2019-11-03
9602,25860,Purchase,9.0,1990-02-18
9610,49293,Financial,849780.0,2005-04-22
9613,57209,Subscription,129478469.0,1983-11-12
9630,62130,Wire,74.0,1995-02-01
9635,2639,Subscription,4815.0,1985-12-17
9639,16182,Purchase,169365679.0,2014-07-15
9645,12029,Financial,385.0,2016-06-09
9646,28924,Online,848.0,2002-06-04
9653,49021,Wire,1039.0,2009-02-14
9655,32113,Investment,763.0,2022-04-10
9656,1768,Financial,797005457.0,1985-08-24
9667,38134,Wire,9891.0,1982-01-25
9683,53273,Subscription,572.0,2003-08-23
9685,61049,Online,836.0,2009-01-04
9686,51799,Purchase,923.0,1992-08-25
9690,13877,Subscription,917704009.0,2009-01-14
9692,27115,Investment,476777.0,1983-05-16
9696,40505,Investment,154170.0,1996-12-15
9707,58353,Payment ,90.0,1977-01-09
9716,6298,Subscription,39146.0,1992-08-22
9718,59145,Online,236739213.0,2011-09-19
9722,21756,Investment,8.0,1982-02-16
9725,53170,Online,9.0,2014-12-09
9728,44247,Subscription,45722.0,2014-05-28
9735,35434,Credit,89454.0,2018-05-17
9745,11492,Online,4376512.0,1993-06-29
9755,48934,Credit,3976.0,1973-10-02
9759,4851,Subscription,7214.0,2010-12-15
9767,48796,Purchase,5869728.0,2023-04-02
9768,23086,Subscription,135.0,1998-07-25
9770,37102,Investment,1.0,1976-06-07
9772,8227,Purchase,985708.0,2004-02-25
9774,14011,Credit,129.0,1977-12-18
9775,56262,Financial,245648.0,2017-12-20
9778,48201,Credit,823297320.0,2015-04-08
9797,16429,Online,1636085.0,2003-08-13
9799,23452,Online,655051429.0,1976-07-06
9804,34597,Financial,7.0,1986-03-31
9807,47138,Subscription,6050174.0,2012-03-19
9826,15498,Financial,466624.0,1996-04-07
9839,58076,Subscription,66.0,2011-05-07
9840,27516,Subscription,69858.0,1991-01-12
9846,19212,Online,2.0,1976-03-10
9859,8013,Financial,102394564.0,1986-10-29
9872,63523,Wire,865753.0,1999-10-06
9880,33438,Wire,48279202.0,1976-08-15
9886,38176,Financial,8982.0,2021-12-14
9889,11349,Credit,740798490.0,1988-10-19
9892,5319,Credit,20.0,1976-12-21
9893,44451,Purchase,0.0,2011-07-23
9895,53159,Purchase,44599251.0,2007-08-26
9897,57732,Credit,42464267.0,1990-03-06
9902,30220,Credit,29233184.0,1971-02-13
9907,19545,Credit,83952914.0,2022-10-26
9911,1423,Wire,65070.0,1976-07-15
9918,18997,Credit,277950.0,2023-04-13
9923,18058,Payment ,990.0,2018-02-07
9924,62881,Subscription,6074.0,1993-05-11
9956,2645,Investment,85813.0,1981-06-03
9961,29173,Investment,391755522.0,1986-01-01
9966,63226,Purchase,6472624.0,1988-09-07
9971,26023,Online,3850.0,2014-04-08
9993,35110,Online,57.0,2012-10-13
9998,63507,Purchase,2385621.0,1976-12-11
10002,55559,Investment,8.0,1988-06-01
10026,40205,Wire,58.0,2008-05-18
10033,29058,Payment ,8988747.0,2010-08-09
10037,53894,Wire,1013.0,1993-01-17
10050,28050,Investment,90105.0,1990-03-19
10069,36230,Subscription,70.0,1995-07-18
10070,34087,Subscription,6.0,1987-09-16
10073,9723,Wire,73757574.0,2004-12-03
10074,42240,Investment,927157.0,2009-04-21
10075,47203,Credit,304.0,1992-07-30
10080,21906,Financial,1780922.0,2018-08-15
10099,59060,Payment ,60.0,1973-12-19
10104,1983,Investment,379.0,2000-06-06
10105,43161,Purchase,94.0,1976-12-02
10130,64747,Investment,645450386.0,1978-10-27
10132,47539,Credit,234796132.0,2006-11-22
10136,9374,Subscription,40384.0,1975-03-04
10140,30781,Purchase,3582.0,1989-11-02
10145,54132,Investment,307402916.0,1972-04-28
10162,54231,Subscription,6.0,1992-12-31
10163,46090,Payment ,28224159.0,1989-08-23
10173,26916,Payment ,432067255.0,2022-12-23
10176,16210,Investment,1243105.0,2019-03-15
10178,46719,Subscription,0.0,1997-09-06
10196,26412,Purchase,2.0,2012-03-11
10198,54885,Investment,118777331.0,1994-02-08
10199,50959,Online,157850.0,1990-10-15
10203,38973,Investment,503.0,1976-04-20
10205,18570,Financial,63.0,2003-12-29
10216,35410,Financial,16435.0,2020-10-08
10218,26826,Online,518104796.0,2017-03-15
10236,27811,Payment ,75212.0,2004-01-23
10240,31193,Subscription,169754577.0,2022-08-07
10241,61719,Investment,141.0,1975-12-02
10250,11871,Subscription,598.0,1975-11-30
10255,59574,Payment ,9.0,2017-12-05
10257,22181,Investment,23922.0,2019-10-06
10259,49763,Credit,59546306.0,1975-09-08
10263,48760,Online,73092539.0,1985-03-08
10287,53450,Payment ,322425982.0,1971-01-17
10289,4722,Online,32846063.0,2022-01-26
10301,39629,Purchase,32584259.0,1985-10-04
10307,63889,Purchase,803.0,2020-08-06
10326,23240,Financial,79713.0,1976-07-13
10329,49490,Credit,873.0,1983-06-26
10330,7832,Purchase,78.0,2009-10-24
10336,5443,Credit,38.0,1970-03-20
10341,12131,Purchase,3407794.0,1976-07-19
10345,52142,Wire,6.0,2015-04-26
10349,39388,Wire,719488322.0,1977-10-19
10352,55768,Investment,995280.0,2013-07-09
10360,53726,Financial,804871.0,1993-10-05
10370,9687,Purchase,63102377.0,1972-03-06
10376,1643,Financial,3925.0,1977-10-29
10385,40511,Purchase,736243.0,2000-10-01
10386,30051,Financial,143.0,2023-11-20
10392,63946,Online,5173.0,1972-07-27
10397,45168,Financial,723.0,1995-07-11
10405,32044,Credit,74732.0,1982-09-14
10408,15766,Wire,2156.0,1977-11-30
10414,59516,Wire,394189.0,1993-11-14
10417,12922,Credit,73162203.0,1972-04-13
10419,55085,Online,669400.0,1982-07-28
10427,57670,Subscription,1.0,2019-06-09
10440,3847,Credit,124852248.0,2019-09-07
10463,46804,Financial,288981891.0,1999-01-25
10468,1099,Investment,6516.0,2003-09-25
10494,21018,Financial,5065379.0,1978-01-04
10517,19389,Investment,32545.0,2012-01-11
10519,39122,Financial,6668598.0,1970-05-12
10528,31591,Online,502.0,1983-02-14
10534,50270,Financial,4488614.0,1993-03-11
10535,57148,Subscription,91.0,2023-01-31
10551,48093,Wire,842243302.0,1976-12-03
10565,15795,Purchase,958033204.0,2007-12-09
10576,25128,Credit,48221.0,1990-02-03
10583,32050,Online,113547.0,1980-10-07
10584,64024,Wire,40.0,1977-10-08
10585,61826,Purchase,8567.0,2022-01-09
10586,5929,Financial,758757231.0,2002-06-24
10587,32415,Online,2909.0,2021-10-01
10591,7123,Investment,56.0,1974-12-30
10592,56832,Subscription,181279.0,1984-03-19
10600,63245,Payment ,3057918.0,1980-06-12
10604,62739,Online,284934.0,2011-12-31
10612,42729,Financial,446967120.0,1971-01-02
10625,874,Financial,910103043.0,2006-03-12
10630,30512,Investment,6623269.0,1990-11-12
10665,53880,Wire,25592.0,2021-02-25
10666,60210,Subscription,563.0,2015-05-26
10667,15673,Online,8084.0,2001-07-29
10683,27632,Payment ,12926.0,1973-01-11
10684,10001,Credit,10569.0,2003-05-03
10697,16440,Financial,926680.0,1981-08-30
10708,20861,Purchase,16587877.0,1994-12-30
10710,13538,Credit,39871.0,1993-12-02
10718,49432,Investment,478171604.0,1993-07-21
10719,47308,Payment ,1.0,2023-01-28
10723,45477,Wire,947903637.0,2004-12-12
10728,55863,Payment ,4454717.0,2015-05-02
10731,56622,Financial,6315549.0,2005-05-05
10744,4741,Payment ,5516405.0,1980-05-25
10747,40423,Purchase,38874568.0,2007-08-18
10756,31318,Online,180.0,2008-03-01
10765,6179,Subscription,4735697.0,2003-11-22
10767,59357,Subscription,42085631.0,2015-01-31
10770,57951,Financial,6353.0,1977-06-06
10772,39470,Financial,67.0,2007-01-18
10780,55860,Investment,7.0,1989-06-03
10782,35643,Financial,781851983.0,2011-10-22
10787,29148,Online,70581393.0,1989-10-26
10794,25394,Wire,2.0,1994-03-12
10795,48484,Online,3953991.0,1971-10-25
10798,18484,Financial,99.0,2023-02-21
10804,12158,Payment ,14165077.0,2008-03-25
10806,15849,Wire,293366887.0,1973-04-29
10811,61712,Credit,4876.0,2001-11-19
10818,4725,Investment,7752.0,2008-08-26
10830,27709,Subscription,73.0,1986-08-16
10840,6816,Purchase,68.0,2001-05-16
10849,57505,Credit,1723109.0,1990-06-20
10851,1320,Payment ,9358099.0,2008-06-02
10856,16159,Payment ,23.0,1978-08-28
10860,13150,Payment ,980129.0,1977-09-08
10861,13194,Purchase,950590543.0,2007-08-10
10862,13801,Payment ,3.0,1970-05-24
10866,51019,Investment,3.0,2012-09-21
10868,1300,Subscription,974.0,1998-02-27
10874,17022,Subscription,1211.0,2020-01-08
10876,24681,Wire,98.0,2010-08-23
10881,30137,Credit,2.0,2015-01-28
10882,34559,Financial,1.0,2021-12-25
10883,26791,Wire,82494.0,1974-03-11
10889,10636,Credit,36.0,2023-03-03
10893,36747,Financial,17348.0,2016-07-14
10894,11409,Credit,759546089.0,1979-08-08
10903,53535,Wire,709573.0,1987-08-28
10904,23548,Financial,835527717.0,2023-08-25
10933,12368,Online,923073.0,2023-11-15
10934,53155,Wire,54642.0,1990-11-28
10942,62354,Financial,7145.0,1974-03-20
10949,23755,Online,78.0,1981-01-12
10956,57461,Wire,19266989.0,1975-07-01
10967,55234,Purchase,3.0,1974-07-28
10972,50770,Financial,72985548.0,1983-01-07
10977,31563,Credit,9894363.0,2013-10-28
10981,49602,Credit,132149.0,2023-11-06
10989,43948,Investment,4373.0,1992-07-25
11000,40617,Credit,101997.0,1998-08-23
11007,19967,Credit,815.0,2013-12-27
11009,34727,Online,96.0,2008-05-01
11022,23103,Online,9.0,2015-07-05
11026,38295,Subscription,44596435.0,2022-06-21
11035,35460,Credit,151.0,2018-03-15
11038,34913,Wire,2793355.0,2003-08-07
11043,28031,Payment ,922959506.0,1991-08-11
11045,59653,Purchase,5460556.0,1987-04-21
11046,59816,Subscription,993146479.0,1978-12-17
11055,2555,Online,1.0,1985-09-28
11058,16093,Payment ,13316838.0,2018-12-17
11065,2354,Subscription,467881.0,2000-06-13
11070,46135,Investment,248.0,2019-08-24
11074,35850,Investment,9324256.0,1976-02-19
11093,14523,Purchase,238.0,2007-02-16
11098,56683,Investment,142.0,1974-08-05
11101,48737,Investment,7444121.0,1981-04-22
11113,37190,Payment ,7377115.0,2018-09-14
11116,31114,Credit,970502.0,1982-08-28
11118,7125,Payment ,47778.0,1991-01-30
11120,2890,Investment,3294.0,1995-02-12
11126,59271,Payment ,315359.0,1983-10-24
11135,48710,Online,213658753.0,1981-10-18
11145,25379,Purchase,36551579.0,1998-04-03
11147,10753,Investment,2576.0,2001-07-02
11148,1920,Purchase,915654.0,2019-12-26
11164,17944,Financial,3.0,1975-09-28
11165,13733,Financial,723.0,2017-02-19
11167,55910,Online,516.0,1985-08-03
11169,23887,Subscription,755796.0,1982-10-13
11173,33007,Wire,177597.0,1977-05-25
11178,56807,Online,1324695.0,1998-11-11
11182,21184,Investment,1260486.0,1986-05-27
11187,21466,Payment ,12252.0,1974-04-17
11199,14417,Credit,4307436.0,2013-08-10
11214,11910,Subscription,3985919.0,1975-10-08
11223,6784,Investment,8.0,1999-09-03
11226,20691,Investment,824735.0,1991-10-10
11227,8463,Credit,56086.0,1997-10-01
11238,24388,Financial,90280779.0,1995-04-20
11251,57022,Subscription,94357431.0,2002-02-22
11252,36013,Financial,957510.0,1980-02-21
11257,48170,Payment ,45099.0,2018-03-11
11262,52688,Wire,9686219.0,2013-07-29
11267,1160,Purchase,3.0,2018-08-18
11271,30313,Investment,280775162.0,1976-12-04
11282,12298,Investment,620.0,1992-12-29
11294,12812,Investment,7698335.0,2012-05-25
11296,41674,Wire,318482711.0,1975-04-28
11299,25533,Credit,69.0,2010-01-08
11307,34554,Wire,239.0,2009-10-03
11314,63415,Subscription,87.0,1996-03-28
11334,60205,Payment ,40.0,2022-05-06
11339,17077,Investment,9.0,2002-02-17
11355,58787,Payment ,106068432.0,1988-06-16
11358,22697,Purchase,473.0,1972-08-17
11367,11939,Purchase,6734886.0,2020-03-14
11368,36866,Online,9.0,2013-09-13
11369,43194,Payment ,4291999.0,2001-12-27
11371,3866,Online,6.0,1982-11-30
11382,55650,Subscription,789979.0,2005-08-02
11385,30012,Payment ,2712.0,1987-08-20
11390,20722,Credit,3.0,2008-06-09
11392,29155,Wire,500.0,2016-07-21
11396,53739,Subscription,44006737.0,2004-04-19
11399,15923,Credit,492478719.0,2010-02-02
11418,18855,Wire,852.0,2018-12-04
11419,47509,Online,90098.0,1981-11-25
11432,1195,Financial,55319214.0,1986-11-22
11434,55871,Subscription,53641135.0,2007-08-10
11459,23375,Purchase,3260.0,1996-11-01
11465,1946,Payment ,7.0,1976-12-04
11467,5288,Subscription,282735622.0,1973-04-24
11469,35271,Financial,525.0,2015-12-30
11475,33823,Investment,63691516.0,1988-10-18
11476,25292,Wire,8567.0,2006-05-14
11496,31841,Investment,5.0,1977-11-20
11501,51662,Investment,34888567.0,1987-06-13
11503,41339,Payment ,967440.0,1981-02-04
11504,20243,Financial,0.0,1979-01-24
11506,35616,Payment ,571727494.0,1987-02-26
11509,45625,Financial,5592034.0,2005-12-07
11514,60086,Purchase,43693664.0,2010-10-12
11526,59408,Payment ,339870541.0,2010-03-26
11531,35742,Investment,182.0,1985-07-17
11559,33556,Credit,9648989.0,2021-04-01
11562,33637,Wire,525299.0,2014-06-03
11571,24178,Credit,394.0,1973-04-29
11580,53157,Online,2118.0,2008-08-27
11583,42708,Purchase,2419.0,1970-05-03
11606,38512,Purchase,1.0,2021-07-11
11610,41035,Purchase,7.0,2006-09-06
11614,57949,Financial,8.0,1985-07-25
11616,9723,Purchase,251875.0,1974-09-03
11620,50709,Investment,471.0,2016-11-19
11621,35587,Payment ,41326.0,2015-05-09
11625,53370,Financial,627416.0,2009-09-15
11630,26585,Investment,1.0,2017-12-02
11631,49531,Subscription,53032.0,1982-03-04
11639,19463,Credit,27554132.0,2011-08-24
11645,12793,Financial,5.0,2006-12-15
11657,50823,Payment ,52917386.0,1997-09-19
11659,603,Financial,5847524.0,1983-05-18
11667,12494,Financial,97919295.0,2000-10-23
11672,1482,Subscription,558.0,1988-12-18
11675,29285,Wire,6.0,1982-07-02
11695,21221,Wire,3268.0,1990-11-22
11704,59962,Credit,728176201.0,1996-11-29
11708,11374,Financial,59528.0,2015-08-12
11712,18435,Subscription,1.0,1970-01-04
11715,13205,Online,4252132.0,1996-12-26
11731,57924,Subscription,40025.0,1995-11-19
11737,25610,Wire,17443299.0,2023-06-02
11744,25621,Wire,926.0,2009-07-18
11747,36088,Subscription,83939254.0,1978-04-15
11752,64093,Purchase,910571851.0,1989-01-20
11753,64840,Payment ,368742180.0,1970-03-01
11760,10990,Investment,79.0,1995-03-11
11763,18134,Online,128642535.0,1987-03-22
11765,32745,Subscription,1.0,1995-08-19
11766,47195,Financial,9243.0,2018-06-08
11779,10700,Investment,68.0,2020-10-29
11783,30395,Purchase,4.0,2005-07-12
11799,34735,Financial,0.0,1984-06-19
11800,63261,Online,7701883.0,2001-06-07
11803,52300,Investment,5647358.0,2006-01-25
11819,32651,Wire,3.0,2002-02-28
11825,31058,Online,7.0,1981-01-24
11828,61808,Purchase,181481.0,1994-10-20
11835,54624,Wire,4945886.0,1990-06-28
11838,50338,Purchase,1989.0,2015-12-12
11846,25441,Online,6444700.0,1982-10-22
11854,36254,Online,97.0,2012-10-14
11857,55713,Purchase,5362826.0,1977-01-19
11858,28300,Financial,7251.0,2002-10-28
11866,55278,Credit,4.0,1991-01-25
11868,32586,Credit,356091112.0,2008-08-11
11882,53750,Investment,23376.0,1983-05-27
11885,56877,Online,8610.0,1975-04-09
11887,40704,Credit,372.0,2008-06-05
11891,23884,Payment ,9125.0,1979-09-30
11897,14835,Payment ,75154.0,1973-10-07
11906,11119,Wire,3.0,2004-10-14
11922,31306,Wire,96430.0,2020-03-05
11923,2383,Purchase,791028.0,1977-07-10
11932,25590,Credit,7642652.0,2018-05-30
11933,46095,Purchase,695677138.0,1984-11-22
11936,10361,Credit,136.0,1979-05-03
11943,58901,Payment ,291318.0,2007-05-03
11947,54959,Subscription,984.0,1983-09-04
11960,54885,Online,456248.0,1986-09-15
11970,8596,Payment ,7813.0,2023-04-29
11971,16656,Credit,693808644.0,1971-05-01
11976,15384,Wire,9910.0,1978-08-07
11977,1643,Financial,3.0,1987-08-28
11978,53732,Wire,43.0,1973-07-25
11986,29916,Financial,5628.0,2010-11-16
11987,43991,Payment ,7140.0,2010-05-12
11991,17279,Payment ,89777.0,1984-07-11
11996,19633,Wire,793.0,1971-12-22
11997,7219,Subscription,5495399.0,2014-07-19
12009,58729,Credit,894731114.0,1985-12-03
12015,61651,Credit,23344.0,2021-06-30
12031,6574,Financial,20297271.0,1975-03-18
12032,48503,Payment ,530593500.0,2011-11-18
12033,18669,Investment,94425.0,1997-03-25
12040,17101,Credit,8.0,2002-08-14
12041,8662,Payment ,76.0,1985-12-18
12042,36349,Credit,1353911.0,2007-05-25
12050,5534,Purchase,631.0,2019-09-14
12052,34309,Financial,226935679.0,1973-02-20
12055,17823,Subscription,83.0,2016-07-18
12070,9981,Financial,80.0,1988-10-28
12072,25115,Purchase,16568895.0,1970-06-26
12082,42347,Purchase,98.0,1988-10-16
12083,51849,Credit,324.0,2003-10-25
12090,14918,Subscription,2.0,2023-03-15
12096,33494,Purchase,4467902.0,1982-08-22
12100,50882,Wire,583342.0,2017-09-29
12101,62929,Subscription,432249041.0,2016-07-19
12115,11615,Payment ,7807.0,2014-12-24
12119,23288,Subscription,3.0,1993-06-08
12124,29417,Purchase,9.0,1971-08-28
12125,16897,Wire,7258416.0,1981-07-27
12127,28365,Wire,29086.0,2020-03-18
12134,5519,Financial,94422.0,1987-07-11
12146,22705,Payment ,634393.0,1998-05-14
12148,32144,Wire,722329055.0,1978-03-31
12151,33340,Investment,2642.0,1974-06-20
12156,22402,Credit,88256.0,2007-12-02
12158,48448,Investment,7.0,2000-05-20
12160,6368,Credit,3587.0,1988-02-07
12171,12867,Investment,62.0,1995-08-08
12174,9221,Payment ,2568.0,1980-09-04
12180,21364,Online,829088024.0,1978-09-25
12190,21162,Payment ,87110.0,2003-03-31
12191,7405,Subscription,555856.0,1981-02-26
12200,10647,Purchase,6943.0,2023-06-03
12202,34184,Online,7.0,1995-09-11
12204,9466,Wire,433741408.0,2018-06-08
12210,27189,Subscription,89271374.0,1993-05-16
12212,1641,Payment ,3688.0,1984-11-17
12213,63549,Wire,686786.0,1978-12-22
12216,6339,Financial,629.0,1970-04-04
12220,42766,Investment,921.0,2004-03-22
12225,9805,Credit,5586516.0,1988-10-22
12226,10243,Credit,638645488.0,1990-12-30
12237,22471,Credit,73994.0,2000-03-12
12238,45765,Wire,242.0,2007-03-23
12245,25459,Payment ,52588.0,1976-06-28
12255,50154,Payment ,952584.0,1996-08-28
12259,41445,Wire,67.0,1999-05-29
12271,1769,Financial,30738.0,1993-05-25
12278,59838,Purchase,31188.0,1982-11-28
12280,23103,Wire,7.0,2012-10-18
12281,21653,Subscription,76668.0,1972-11-14
12284,62829,Subscription,662456017.0,1992-03-05
12290,58636,Online,8730583.0,1978-05-17
12298,61616,Financial,66383517.0,2018-03-06
12301,56589,Purchase,214783.0,1975-01-06
12314,29283,Subscription,90168220.0,2018-02-06
12320,19348,Online,51.0,2016-04-16
12327,614,Purchase,794.0,2000-03-30
12329,6680,Subscription,6666202.0,1974-01-30
12331,12692,Purchase,12794429.0,1985-03-21
12334,10899,Subscription,2856.0,2007-08-21
12335,27944,Wire,8.0,1973-12-03
12340,830,Credit,2864345.0,2005-10-31
12355,29127,Payment ,1042.0,1973-09-23
12357,63541,Investment,58083704.0,1986-09-12
12359,50473,Payment ,841.0,1996-09-11
12372,46258,Online,432.0,1974-05-29
12373,40068,Payment ,8554148.0,2002-08-10
12383,51717,Purchase,661200103.0,1991-08-01
12385,44484,Credit,3.0,1996-05-04
12388,4678,Investment,282.0,2019-09-13
12392,6615,Wire,259227.0,1985-03-30
12405,21894,Wire,370175.0,1973-12-22
12428,6580,Subscription,856514.0,1972-04-07
12429,42822,Payment ,7784.0,2003-10-21
12437,53032,Payment ,76.0,1996-10-11
12440,62442,Wire,4884495.0,2010-08-29
12455,24135,Purchase,18430.0,2018-07-11
12485,14377,Payment ,98.0,1996-01-18
12495,6484,Online,3.0,2014-08-21
12516,64835,Financial,8301608.0,1995-01-24
12517,62605,Purchase,44.0,1972-08-02
12519,1178,Online,856519.0,2003-06-13
12522,46853,Financial,49548901.0,2015-12-19
12532,41236,Credit,66493344.0,2009-02-05
12536,61402,Investment,586.0,1981-02-18
12546,44288,Credit,999494.0,2001-01-13
12550,22971,Payment ,2.0,1974-09-15
12566,14958,Subscription,40.0,1982-05-23
12569,21018,Wire,2421834.0,2003-01-26
12572,17016,Purchase,1256.0,1997-12-12
12578,1541,Wire,285787.0,2022-12-28
12591,11098,Purchase,86923.0,2000-05-10
12595,5550,Wire,379144.0,2020-06-07
12605,36814,Purchase,3201119.0,2021-03-31
12613,56844,Wire,917447906.0,2003-07-12
12620,43863,Purchase,44787.0,2022-02-13
12621,8243,Subscription,87.0,1985-08-17
12624,23620,Investment,92186917.0,1971-03-15
12626,45288,Credit,5862.0,1974-05-04
12630,15328,Subscription,46920.0,1990-10-20
12640,30165,Online,9656.0,1988-02-21
12644,31218,Investment,525.0,2010-10-14
12646,7611,Subscription,5528.0,2020-10-12
12652,46150,Payment ,40818.0,1998-09-06
12655,13799,Financial,4.0,2003-04-10
12657,2728,Financial,410964630.0,1994-01-08
12675,48407,Wire,38268508.0,1992-02-05
12697,49303,Investment,3251.0,2007-12-13
12705,20161,Credit,134101819.0,1979-01-10
12709,54720,Wire,3031.0,2006-12-24
12721,13447,Payment ,811.0,1982-02-22
12724,899,Wire,590698197.0,1980-11-27
12729,21381,Financial,654411.0,1971-01-04
12736,45078,Financial,51.0,1981-09-24
12741,54403,Purchase,376893.0,2015-09-28
12745,16940,Credit,988.0,2010-02-25
12749,51647,Payment ,580788517.0,1991-02-07
12751,17101,Financial,2732.0,1976-12-04
12753,34750,Financial,151109890.0,2003-06-07
12756,59684,Online,45.0,1974-01-02
12757,21416,Payment ,6.0,1972-02-06
12762,14351,Credit,5.0,1995-01-23
12764,16340,Purchase,600899623.0,2019-08-14
12767,4163,Payment ,97912179.0,2010-12-24
12768,56352,Purchase,256517.0,2000-03-13
12775,8891,Subscription,6409031.0,1979-02-14
12783,8869,Investment,9066810.0,1970-09-15
12784,39223,Investment,418.0,1996-01-05
12786,38191,Online,1799742.0,1979-05-19
12788,54037,Investment,5.0,1990-01-27
12790,22949,Wire,5433000.0,2022-09-13
12796,37236,Investment,6515.0,2007-11-26
12810,23237,Online,969634607.0,2013-02-06
12817,24096,Wire,39.0,1990-06-16
12818,12192,Investment,258413.0,2016-09-05
12833,34454,Payment ,1.0,1988-05-14
12846,54797,Online,1.0,1973-02-04
12864,19046,Investment,7.0,2021-08-29
12865,9822,Investment,4407.0,1998-07-01
12877,53262,Credit,77.0,1979-04-07
12879,15594,Online,107544.0,2011-10-04
12889,46753,Purchase,532.0,1986-05-25
12893,12808,Financial,8785731.0,1990-10-15
12897,53988,Wire,22740.0,2000-06-18
12899,59998,Online,206617.0,1997-07-31
12908,45223,Purchase,787386355.0,2014-04-12
12915,15272,Investment,836124.0,2007-06-21
12944,46016,Financial,41189.0,1993-06-17
12949,13613,Investment,563032906.0,1974-07-28
12954,50650,Credit,89991.0,1987-12-02
12992,571,Payment ,57.0,1977-08-09
12999,37380,Payment ,7.0,2004-09-20
13002,2126,Investment,46.0,1973-06-29
13016,30669,Financial,754981321.0,2013-02-25
13024,4940,Online,92498.0,2008-12-15
13038,12057,Payment ,926550.0,1990-02-20
13041,57712,Purchase,2647.0,1979-08-25
13045,29781,Financial,2283.0,1989-07-04
13046,20844,Purchase,2200.0,1991-04-19
13054,59862,Wire,22770350.0,1986-07-05
13064,33394,Wire,6486.0,2019-09-17
13066,10989,Credit,8.0,2008-12-03
13073,2135,Credit,928812942.0,2006-08-24
13078,39851,Purchase,7.0,2020-01-19
13092,18669,Credit,56888.0,1992-02-04
13094,46725,Wire,43.0,2010-07-27
13096,13582,Investment,36189.0,2017-05-30
13097,16682,Credit,110696973.0,2007-10-11
13112,61646,Online,70423.0,2021-03-17
13126,34578,Payment ,505800.0,1995-11-01
13137,2842,Subscription,1071734.0,2019-02-18
13153,9465,Online,76430.0,1989-09-16
13157,7095,Wire,221.0,2019-06-04
13164,31073,Wire,7510.0,1990-07-07
13182,53329,Credit,274695553.0,1981-05-24
13187,60917,Financial,132.0,2000-02-08
13188,64626,Credit,42448100.0,1977-10-07
13192,63434,Payment ,170678424.0,1978-03-25
13197,42911,Subscription,6.0,1981-09-27
13203,16830,Purchase,72646.0,2022-09-20
13218,61821,Wire,460917605.0,1977-08-28
13222,55998,Online,5063822.0,2017-05-06
13223,64205,Purchase,2.0,2002-12-10
13224,50763,Subscription,97659.0,1987-06-03
13237,61977,Investment,368.0,1972-11-26
13240,12951,Wire,41502707.0,2016-08-25
13244,45558,Investment,55.0,1987-03-16
13251,48101,Purchase,843.0,2006-10-10
13255,17876,Wire,162.0,1986-07-18
13259,27204,Financial,870843012.0,2016-05-09
13268,2298,Wire,66.0,1979-10-02
13274,20861,Wire,9.0,2009-07-05
13287,47048,Wire,0.0,1976-02-28
13289,16907,Wire,0.0,2018-12-16
13292,23240,Payment ,320.0,2000-10-04
13308,44141,Subscription,967646.0,2016-04-09
13310,27628,Purchase,6183820.0,2022-08-28
13330,25067,Credit,7.0,2010-07-31
13331,30124,Online,270540.0,2005-08-06
13342,36441,Investment,51211.0,2021-07-03
13345,11416,Financial,92126751.0,1984-09-22
13347,9168,Investment,291.0,1992-12-04
13355,32701,Credit,520307.0,1984-03-22
13365,5707,Subscription,46364.0,1997-03-15
13368,4382,Purchase,283761316.0,1977-05-14
13395,20663,Payment ,849730646.0,1995-08-15
13396,4263,Subscription,93498.0,2020-02-16
13398,46915,Credit,136841.0,1976-12-18
13406,10993,Credit,7251.0,1996-05-15
13412,10608,Wire,22052838.0,2000-03-27
13418,42401,Financial,628475145.0,1985-11-05
13425,63505,Investment,487840.0,1982-10-10
13434,45341,Investment,130934.0,1978-11-30
13441,56819,Wire,3236.0,2004-12-30
13443,48395,Financial,3.0,2006-12-13
13447,45964,Purchase,890127284.0,1991-10-02
13458,22471,Subscription,5670866.0,1989-05-30
13461,6537,Purchase,663.0,1970-05-12
13464,7648,Online,303167464.0,1988-07-12
13465,53041,Online,920276.0,2018-05-14
13466,13215,Payment ,984619245.0,1976-10-01
13472,45114,Credit,86206252.0,1994-08-21
13486,43222,Financial,4.0,1976-01-15
13489,53808,Investment,14785576.0,1977-08-09
13492,47650,Credit,3510.0,1981-07-07
13501,43482,Credit,41961.0,1981-08-12
13503,52733,Purchase,483.0,1970-07-12
13505,57994,Investment,6.0,2011-06-11
13507,29369,Credit,644.0,1979-05-16
13508,56672,Credit,25.0,2010-03-21
13509,59,Financial,8.0,2016-11-26
13529,17436,Subscription,6881.0,1978-10-28
13538,64165,Payment ,1.0,1982-07-23
13540,64949,Wire,3.0,2004-08-20
13559,64667,Purchase,239432294.0,2002-12-18
13563,20675,Subscription,941.0,1994-09-22
13567,44175,Financial,43188.0,2018-12-11
13576,26959,Investment,596.0,1985-08-15
13581,53390,Subscription,6590.0,2006-04-12
13592,60967,Payment ,108881.0,2014-08-27
13593,35534,Payment ,766307.0,1983-12-15
13595,64863,Online,7.0,2007-03-20
13608,53458,Credit,132.0,1976-03-03
13615,13423,Online,85.0,2019-10-22
13618,41258,Subscription,642122.0,1987-08-28
